repo,type,mech,count,lines,strategy,strategy_count
scrollreveal.csv,client,try-catch,39,47,consoleLog,0.0
sequelize.csv,server,try-catch,20,36,consoleLog,0.0
showdown.csv,server,try-catch,8,11,consoleLog,0.0
simditor.csv,client,try-catch,56,112,consoleLog,0.0
sinon.csv,server,try-catch,11709,10427,consoleLog,7.0
smooth-scroll.csv,client,try-catch,20,20,consoleLog,0.0
socket.io.csv,server,try-catch,5,4,consoleLog,0.0
sockjs-client.csv,client,try-catch,336,446,consoleLog,0.0
spectron.csv,server,try-catch,6,4,consoleLog,0.0
steal.csv,client,try-catch,1262,2692,consoleLog,2.0
store.js.csv,server,try-catch,7,8,consoleLog,0.0
summernote.csv,client,try-catch,1,0,consoleLog,0.0
superagent.csv,server,try-catch,483,502,consoleLog,0.0
svg.js.csv,client,try-catch,35,69,consoleLog,0.0
svgo.csv,server,try-catch,12,28,consoleLog,0.0
three.js.csv,client,try-catch,516,1680,consoleLog,6.0
tinymce.csv,client,try-catch,2,0,consoleLog,0.0
ui-router.csv,client,try-catch,737,1061,consoleLog,0.0
underscore.csv,client,try-catch,24,28,consoleLog,0.0
validator.js.csv,client,try-catch,6,2,consoleLog,0.0
waterline.csv,server,try-catch,283,1664,consoleLog,0.0
web3.js.csv,client,try-catch,188,280,consoleLog,0.0
webogram.csv,client,try-catch,1749,4209,consoleLog,51.0
webpack.csv,server,try-catch,216,367,consoleLog,2.0
webtorrent.csv,server,try-catch,11,12,consoleLog,0.0
wekan.csv,server,try-catch,44,139,consoleLog,0.0
winston.csv,server,try-catch,20,25,consoleLog,0.0
zeroclipboard.csv,client,try-catch,47,147,consoleLog,0.0
Chart.js.csv,client,try-catch,2,2,reassigningError,0.0
Faker.js.csv,server,try-catch,452,540,reassigningError,18.0
Ghost.csv,server,try-catch,120,388,reassigningError,2.0
JavaScript-Garden.csv,client,try-catch,4,12,reassigningError,0.0
JavaScript-Koans.csv,client,try-catch,52,80,reassigningError,3.0
JavaScript-Load-Image.csv,client,try-catch,171,423,reassigningError,4.0
JavaScript-MD5.csv,server,try-catch,122,295,reassigningError,4.0
MQTT.js.csv,server,try-catch,17,29,reassigningError,0.0
MagicMirror.csv,server,try-catch,13,62,reassigningError,0.0
Modernizr.csv,client,try-catch,258,220,reassigningError,24.0
NodeBB.csv,server,try-catch,205,282,reassigningError,2.0
OS.js.csv,client,try-catch,264,256,reassigningError,0.0
PapaParse.csv,server,try-catch,15,24,reassigningError,0.0
Rocket.Chat.csv,client,try-catch,286,653,reassigningError,2.0
RxJS.csv,server,try-catch,35,78,reassigningError,0.0
Semantic-UI.csv,client,try-catch,71,53,reassigningError,17.0
UglifyJS2.csv,server,try-catch,129,286,reassigningError,0.0
ajenti.csv,client,try-catch,160,150,reassigningError,0.0
angular-starter.csv,client,try-catch,1,1,reassigningError,0.0
angular-translate.csv,client,try-catch,21,9,reassigningError,0.0
apidoc.csv,server,try-catch,33,30,reassigningError,0.0
atom.csv,server,try-catch,141,223,reassigningError,18.0
ava.csv,server,try-catch,55,186,reassigningError,1.0
aws-sdk-js.csv,server,try-catch,710,1297,reassigningError,180.0
axios.csv,server,try-catch,28,56,reassigningError,0.0
babel.csv,client,try-catch,59,184,reassigningError,20.0
backbone.csv,client,try-catch,93,110,reassigningError,7.0
bitcoinjs-lib.csv,server,try-catch,7,1,reassigningError,0.0
bluebird.csv,server,try-catch,276,366,reassigningError,3.0
bootstrap.csv,client,try-catch,45,49,reassigningError,0.0
brackets.csv,client,try-catch,1069,1511,reassigningError,42.0
card.csv,client,try-catch,14,50,reassigningError,14.0
cheerio.csv,server,try-catch,1,0,reassigningError,0.0
closure-compiler.csv,server,try-catch,83,116,reassigningError,0.0
closure-library.csv,client,try-catch,629,1501,reassigningError,27.0
clumsy-bird.csv,client,try-catch,34,30,reassigningError,0.0
co.csv,server,try-catch,45,48,reassigningError,8.0
create-react-app.csv,client,try-catch,19,32,reassigningError,0.0
democracyos.csv,client,try-catch,6,9,reassigningError,0.0
docsify.csv,server,try-catch,22,47,reassigningError,5.0
dragula.csv,client,try-catch,4,0,reassigningError,0.0
dropzone.csv,client,try-catch,23,23,reassigningError,5.0
echarts.csv,client,try-catch,145,193,reassigningError,6.0
electron.csv,server,try-catch,97,113,reassigningError,2.0
engine.csv,client,try-catch,10,26,reassigningError,0.0
eslint-plugin-react.csv,client,try-catch,4,4,reassigningError,0.0
eslint.csv,server,try-catch,178,442,reassigningError,6.0
express.csv,server,try-catch,17,23,reassigningError,4.0
fetch.csv,client,try-catch,3,3,reassigningError,0.0
fingerprintjs2.csv,client,try-catch,54,64,reassigningError,14.0
forever.csv,server,try-catch,5,6,reassigningError,0.0
fullPage.js.csv,client,try-catch,1,1,reassigningError,0.0
grunt.csv,server,try-catch,21,39,reassigningError,0.0
gulp.csv,server,try-catch,4,8,reassigningError,0.0
handlebars.js.csv,server,try-catch,24,57,reassigningError,3.0
hapi.csv,server,try-catch,15,32,reassigningError,3.0
hexo.csv,server,try-catch,78,81,reassigningError,0.0
highcharts-ng.csv,client,try-catch,6,0,reassigningError,0.0
history.js.csv,client,try-catch,757,991,reassigningError,52.0
homebridge.csv,server,try-catch,6,20,reassigningError,0.0
hospitalrun-frontend.csv,client,try-catch,1211,1587,reassigningError,3.0
howler.js.csv,client,try-catch,30,22,reassigningError,0.0
http-server.csv,server,try-catch,1,1,reassigningError,0.0
iD.csv,server,try-catch,42,69,reassigningError,0.0
immutable-js.csv,server,try-catch,13,24,reassigningError,4.0
impress.js.csv,client,try-catch,14,50,reassigningError,0.0
intro.js.csv,client,try-catch,52,54,reassigningError,0.0
jQuery-File-Upload.csv,client,try-catch,18,5,reassigningError,0.0
johnny-five.csv,server,try-catch,8,8,reassigningError,0.0
joi.csv,client,try-catch,46,84,reassigningError,28.0
jquery-modal.csv,client,try-catch,4,24,reassigningError,0.0
jsdoc.csv,client,try-catch,44,63,reassigningError,4.0
jsdoc.csv,server,try-catch,44,63,reassigningError,4.0
jsdom.csv,server,try-catch,440,496,reassigningError,2.0
koa.csv,server,try-catch,38,102,reassigningError,0.0
kue.csv,server,try-catch,7,17,reassigningError,2.0
lazysizes.csv,client,try-catch,19,12,reassigningError,0.0
lightbox.csv,client,try-catch,6,6,reassigningError,0.0
list.js.csv,client,try-catch,12,28,reassigningError,3.0
lodash.csv,server,try-catch,3,1,reassigningError,0.0
loopback.csv,server,try-catch,26,34,reassigningError,0.0
mapbox-gl-js.csv,client,try-catch,20,46,reassigningError,0.0
markdown-here.csv,client,try-catch,60,187,reassigningError,7.0
materialize.csv,client,try-catch,13,11,reassigningError,0.0
materialize.csv,server,try-catch,13,11,reassigningError,0.0
metalsmith.csv,server,try-catch,3,11,reassigningError,0.0
meteor.csv,client,try-catch,540,1337,reassigningError,23.0
meteor.csv,server,try-catch,540,1337,reassigningError,23.0
mithril.js.csv,client,try-catch,294,391,reassigningError,31.0
mocha.csv,server,try-catch,45,167,reassigningError,6.0
mojs.csv,client,try-catch,40,55,reassigningError,0.0
moment-timezone.csv,server,try-catch,6,0,reassigningError,0.0
moment.csv,server,try-catch,19,12,reassigningError,0.0
mongo-express.csv,server,try-catch,24,51,reassigningError,0.0
mongoose.csv,server,try-catch,262,448,reassigningError,44.0
mousetrap.csv,client,try-catch,71,162,reassigningError,21.0
mysql.csv,server,try-catch,7,10,reassigningError,5.0
natural.csv,server,try-catch,3,4,reassigningError,0.0
nedb.csv,server,try-catch,321,911,reassigningError,42.0
nightwatch.csv,server,try-catch,87,127,reassigningError,4.0
node-http-proxy.csv,server,try-catch,6,6,reassigningError,3.0
node-inspector.csv,server,try-catch,85,86,reassigningError,1.0
node-mongodb-native.csv,server,try-catch,422,845,reassigningError,19.0
node-postgres.csv,server,try-catch,6,12,reassigningError,0.0
node-restify.csv,server,try-catch,66,127,reassigningError,2.0
node-serialport.csv,server,try-catch,118,196,reassigningError,8.0
node.csv,server,try-catch,2030,4056,reassigningError,177.0
nodemailer.csv,server,try-catch,43,108,reassigningError,2.0
nodemon.csv,server,try-catch,14,22,reassigningError,0.0
notifyjs.csv,client,try-catch,2,2,reassigningError,0.0
nuxt.js.csv,server,try-catch,4,6,reassigningError,0.0
openlayers.csv,server,try-catch,175,211,reassigningError,0.0
openui5.csv,client,try-catch,2517,18454,reassigningError,121.0
passport.csv,server,try-catch,6,6,reassigningError,0.0
pdf.js.csv,client,try-catch,193,444,reassigningError,0.0
perfect-scrollbar.csv,client,try-catch,2,2,reassigningError,0.0
phaser.csv,client,try-catch,151,236,reassigningError,0.0
plyr.csv,client,try-catch,239,348,reassigningError,3.0
pm2.csv,server,try-catch,213,401,reassigningError,0.0
postcss.csv,server,try-catch,5,17,reassigningError,4.0
pouchdb.csv,server,try-catch,500,1341,reassigningError,21.0
prettier.csv,client,try-catch,53,181,reassigningError,2.0
progressbar.js.csv,client,try-catch,1,0,reassigningError,0.0
protobuf.js.csv,server,try-catch,114,285,reassigningError,0.0
pug.csv,server,try-catch,47,210,reassigningError,3.0
ratchet.csv,client,try-catch,7,7,reassigningError,0.0
raven-js.csv,client,try-catch,270,394,reassigningError,13.0
react-native.csv,server,try-catch,190,493,reassigningError,26.0
remark.csv,client,try-catch,3,24,reassigningError,0.0
request.csv,server,try-catch,8,10,reassigningError,1.0
reveal.js.csv,client,try-catch,28,57,reassigningError,5.0
riot.csv,client,try-catch,46,116,reassigningError,8.0
sails.csv,server,try-catch,457,987,reassigningError,6.0
scrollreveal.csv,client,try-catch,39,47,reassigningError,0.0
sequelize.csv,server,try-catch,20,36,reassigningError,10.0
showdown.csv,server,try-catch,8,11,reassigningError,0.0
simditor.csv,client,try-catch,56,112,reassigningError,56.0
sinon.csv,server,try-catch,11709,10427,reassigningError,2547.0
smooth-scroll.csv,client,try-catch,20,20,reassigningError,0.0
socket.io.csv,server,try-catch,5,4,reassigningError,0.0
sockjs-client.csv,client,try-catch,336,446,reassigningError,0.0
spectron.csv,server,try-catch,6,4,reassigningError,0.0
steal.csv,client,try-catch,1262,2692,reassigningError,30.0
store.js.csv,server,try-catch,7,8,reassigningError,0.0
summernote.csv,client,try-catch,1,0,reassigningError,0.0
superagent.csv,server,try-catch,483,502,reassigningError,5.0
svg.js.csv,client,try-catch,35,69,reassigningError,6.0
svgo.csv,server,try-catch,12,28,reassigningError,5.0
three.js.csv,client,try-catch,516,1680,reassigningError,10.0
tinymce.csv,client,try-catch,2,0,reassigningError,0.0
ui-router.csv,client,try-catch,737,1061,reassigningError,20.0
underscore.csv,client,try-catch,24,28,reassigningError,2.0
validator.js.csv,client,try-catch,6,2,reassigningError,0.0
waterline.csv,server,try-catch,283,1664,reassigningError,0.0
web3.js.csv,client,try-catch,188,280,reassigningError,18.0
webogram.csv,client,try-catch,1749,4209,reassigningError,60.0
webpack.csv,server,try-catch,216,367,reassigningError,12.0
webtorrent.csv,server,try-catch,11,12,reassigningError,0.0
wekan.csv,server,try-catch,44,139,reassigningError,0.0
winston.csv,server,try-catch,20,25,reassigningError,0.0
zeroclipboard.csv,client,try-catch,47,147,reassigningError,10.0
Chart.js.csv,client,try-catch,2,2,alert,0.0
Faker.js.csv,server,try-catch,452,540,alert,0.0
Ghost.csv,server,try-catch,120,388,alert,0.0
JavaScript-Garden.csv,client,try-catch,4,12,alert,0.0
JavaScript-Koans.csv,client,try-catch,52,80,alert,0.0
JavaScript-Load-Image.csv,client,try-catch,171,423,alert,0.0
JavaScript-MD5.csv,server,try-catch,122,295,alert,0.0
MQTT.js.csv,server,try-catch,17,29,alert,0.0
MagicMirror.csv,server,try-catch,13,62,alert,0.0
Modernizr.csv,client,try-catch,258,220,alert,0.0
NodeBB.csv,server,try-catch,205,282,alert,0.0
OS.js.csv,client,try-catch,264,256,alert,0.0
PapaParse.csv,server,try-catch,15,24,alert,0.0
Rocket.Chat.csv,client,try-catch,286,653,alert,0.0
RxJS.csv,server,try-catch,35,78,alert,0.0
Semantic-UI.csv,client,try-catch,71,53,alert,0.0
UglifyJS2.csv,server,try-catch,129,286,alert,0.0
ajenti.csv,client,try-catch,160,150,alert,0.0
angular-starter.csv,client,try-catch,1,1,alert,0.0
angular-translate.csv,client,try-catch,21,9,alert,0.0
apidoc.csv,server,try-catch,33,30,alert,0.0
atom.csv,server,try-catch,141,223,alert,0.0
ava.csv,server,try-catch,55,186,alert,0.0
aws-sdk-js.csv,server,try-catch,710,1297,alert,0.0
axios.csv,server,try-catch,28,56,alert,0.0
babel.csv,client,try-catch,59,184,alert,0.0
backbone.csv,client,try-catch,93,110,alert,0.0
bitcoinjs-lib.csv,server,try-catch,7,1,alert,0.0
bluebird.csv,server,try-catch,276,366,alert,0.0
bootstrap.csv,client,try-catch,45,49,alert,0.0
brackets.csv,client,try-catch,1069,1511,alert,0.0
card.csv,client,try-catch,14,50,alert,0.0
cheerio.csv,server,try-catch,1,0,alert,0.0
closure-compiler.csv,server,try-catch,83,116,alert,0.0
closure-library.csv,client,try-catch,629,1501,alert,1.0
clumsy-bird.csv,client,try-catch,34,30,alert,0.0
co.csv,server,try-catch,45,48,alert,0.0
create-react-app.csv,client,try-catch,19,32,alert,0.0
democracyos.csv,client,try-catch,6,9,alert,0.0
docsify.csv,server,try-catch,22,47,alert,0.0
dragula.csv,client,try-catch,4,0,alert,0.0
dropzone.csv,client,try-catch,23,23,alert,0.0
echarts.csv,client,try-catch,145,193,alert,0.0
electron.csv,server,try-catch,97,113,alert,0.0
engine.csv,client,try-catch,10,26,alert,0.0
eslint-plugin-react.csv,client,try-catch,4,4,alert,0.0
eslint.csv,server,try-catch,178,442,alert,0.0
express.csv,server,try-catch,17,23,alert,0.0
fetch.csv,client,try-catch,3,3,alert,0.0
fingerprintjs2.csv,client,try-catch,54,64,alert,0.0
forever.csv,server,try-catch,5,6,alert,0.0
fullPage.js.csv,client,try-catch,1,1,alert,0.0
grunt.csv,server,try-catch,21,39,alert,0.0
gulp.csv,server,try-catch,4,8,alert,0.0
handlebars.js.csv,server,try-catch,24,57,alert,0.0
hapi.csv,server,try-catch,15,32,alert,0.0
hexo.csv,server,try-catch,78,81,alert,0.0
highcharts-ng.csv,client,try-catch,6,0,alert,0.0
history.js.csv,client,try-catch,757,991,alert,0.0
homebridge.csv,server,try-catch,6,20,alert,0.0
hospitalrun-frontend.csv,client,try-catch,1211,1587,alert,0.0
howler.js.csv,client,try-catch,30,22,alert,0.0
http-server.csv,server,try-catch,1,1,alert,0.0
iD.csv,server,try-catch,42,69,alert,0.0
immutable-js.csv,server,try-catch,13,24,alert,0.0
impress.js.csv,client,try-catch,14,50,alert,0.0
intro.js.csv,client,try-catch,52,54,alert,0.0
jQuery-File-Upload.csv,client,try-catch,18,5,alert,0.0
johnny-five.csv,server,try-catch,8,8,alert,0.0
joi.csv,client,try-catch,46,84,alert,0.0
jquery-modal.csv,client,try-catch,4,24,alert,0.0
jsdoc.csv,client,try-catch,44,63,alert,0.0
jsdoc.csv,server,try-catch,44,63,alert,0.0
jsdom.csv,server,try-catch,440,496,alert,0.0
koa.csv,server,try-catch,38,102,alert,0.0
kue.csv,server,try-catch,7,17,alert,0.0
lazysizes.csv,client,try-catch,19,12,alert,0.0
lightbox.csv,client,try-catch,6,6,alert,0.0
list.js.csv,client,try-catch,12,28,alert,0.0
lodash.csv,server,try-catch,3,1,alert,0.0
loopback.csv,server,try-catch,26,34,alert,0.0
mapbox-gl-js.csv,client,try-catch,20,46,alert,0.0
markdown-here.csv,client,try-catch,60,187,alert,0.0
materialize.csv,client,try-catch,13,11,alert,0.0
materialize.csv,server,try-catch,13,11,alert,0.0
metalsmith.csv,server,try-catch,3,11,alert,0.0
meteor.csv,client,try-catch,540,1337,alert,0.0
meteor.csv,server,try-catch,540,1337,alert,0.0
mithril.js.csv,client,try-catch,294,391,alert,0.0
mocha.csv,server,try-catch,45,167,alert,0.0
mojs.csv,client,try-catch,40,55,alert,0.0
moment-timezone.csv,server,try-catch,6,0,alert,0.0
moment.csv,server,try-catch,19,12,alert,0.0
mongo-express.csv,server,try-catch,24,51,alert,0.0
mongoose.csv,server,try-catch,262,448,alert,0.0
mousetrap.csv,client,try-catch,71,162,alert,0.0
mysql.csv,server,try-catch,7,10,alert,0.0
natural.csv,server,try-catch,3,4,alert,0.0
nedb.csv,server,try-catch,321,911,alert,0.0
nightwatch.csv,server,try-catch,87,127,alert,0.0
node-http-proxy.csv,server,try-catch,6,6,alert,0.0
node-inspector.csv,server,try-catch,85,86,alert,0.0
node-mongodb-native.csv,server,try-catch,422,845,alert,0.0
node-postgres.csv,server,try-catch,6,12,alert,0.0
node-restify.csv,server,try-catch,66,127,alert,0.0
node-serialport.csv,server,try-catch,118,196,alert,0.0
node.csv,server,try-catch,2030,4056,alert,0.0
nodemailer.csv,server,try-catch,43,108,alert,0.0
nodemon.csv,server,try-catch,14,22,alert,0.0
notifyjs.csv,client,try-catch,2,2,alert,0.0
nuxt.js.csv,server,try-catch,4,6,alert,0.0
openlayers.csv,server,try-catch,175,211,alert,0.0
openui5.csv,client,try-catch,2517,18454,alert,4.0
passport.csv,server,try-catch,6,6,alert,0.0
pdf.js.csv,client,try-catch,193,444,alert,0.0
perfect-scrollbar.csv,client,try-catch,2,2,alert,0.0
phaser.csv,client,try-catch,151,236,alert,0.0
plyr.csv,client,try-catch,239,348,alert,0.0
pm2.csv,server,try-catch,213,401,alert,0.0
postcss.csv,server,try-catch,5,17,alert,0.0
pouchdb.csv,server,try-catch,500,1341,alert,0.0
prettier.csv,client,try-catch,53,181,alert,0.0
progressbar.js.csv,client,try-catch,1,0,alert,0.0
protobuf.js.csv,server,try-catch,114,285,alert,0.0
pug.csv,server,try-catch,47,210,alert,0.0
ratchet.csv,client,try-catch,7,7,alert,0.0
raven-js.csv,client,try-catch,270,394,alert,0.0
react-native.csv,server,try-catch,190,493,alert,0.0
remark.csv,client,try-catch,3,24,alert,0.0
request.csv,server,try-catch,8,10,alert,0.0
reveal.js.csv,client,try-catch,28,57,alert,2.0
riot.csv,client,try-catch,46,116,alert,0.0
sails.csv,server,try-catch,457,987,alert,0.0
scrollreveal.csv,client,try-catch,39,47,alert,0.0
sequelize.csv,server,try-catch,20,36,alert,0.0
showdown.csv,server,try-catch,8,11,alert,0.0
simditor.csv,client,try-catch,56,112,alert,0.0
sinon.csv,server,try-catch,11709,10427,alert,0.0
smooth-scroll.csv,client,try-catch,20,20,alert,0.0
socket.io.csv,server,try-catch,5,4,alert,0.0
sockjs-client.csv,client,try-catch,336,446,alert,0.0
spectron.csv,server,try-catch,6,4,alert,0.0
steal.csv,client,try-catch,1262,2692,alert,0.0
store.js.csv,server,try-catch,7,8,alert,0.0
summernote.csv,client,try-catch,1,0,alert,0.0
superagent.csv,server,try-catch,483,502,alert,0.0
svg.js.csv,client,try-catch,35,69,alert,0.0
svgo.csv,server,try-catch,12,28,alert,0.0
three.js.csv,client,try-catch,516,1680,alert,3.0
tinymce.csv,client,try-catch,2,0,alert,0.0
ui-router.csv,client,try-catch,737,1061,alert,0.0
underscore.csv,client,try-catch,24,28,alert,0.0
validator.js.csv,client,try-catch,6,2,alert,0.0
waterline.csv,server,try-catch,283,1664,alert,0.0
web3.js.csv,client,try-catch,188,280,alert,0.0
webogram.csv,client,try-catch,1749,4209,alert,0.0
webpack.csv,server,try-catch,216,367,alert,0.0
webtorrent.csv,server,try-catch,11,12,alert,0.0
wekan.csv,server,try-catch,44,139,alert,0.0
winston.csv,server,try-catch,20,25,alert,0.0
zeroclipboard.csv,client,try-catch,47,147,alert,0.0
Chart.js.csv,client,try-catch,2,2,throwLiteral,0.0
Faker.js.csv,server,try-catch,452,540,throwLiteral,0.0
Ghost.csv,server,try-catch,120,388,throwLiteral,0.0
JavaScript-Garden.csv,client,try-catch,4,12,throwLiteral,0.0
JavaScript-Koans.csv,client,try-catch,52,80,throwLiteral,0.0
JavaScript-Load-Image.csv,client,try-catch,171,423,throwLiteral,0.0
JavaScript-MD5.csv,server,try-catch,122,295,throwLiteral,0.0
MQTT.js.csv,server,try-catch,17,29,throwLiteral,0.0
MagicMirror.csv,server,try-catch,13,62,throwLiteral,0.0
Modernizr.csv,client,try-catch,258,220,throwLiteral,0.0
NodeBB.csv,server,try-catch,205,282,throwLiteral,2.0
OS.js.csv,client,try-catch,264,256,throwLiteral,0.0
PapaParse.csv,server,try-catch,15,24,throwLiteral,0.0
Rocket.Chat.csv,client,try-catch,286,653,throwLiteral,0.0
RxJS.csv,server,try-catch,35,78,throwLiteral,0.0
Semantic-UI.csv,client,try-catch,71,53,throwLiteral,0.0
UglifyJS2.csv,server,try-catch,129,286,throwLiteral,8.0
ajenti.csv,client,try-catch,160,150,throwLiteral,0.0
angular-starter.csv,client,try-catch,1,1,throwLiteral,0.0
angular-translate.csv,client,try-catch,21,9,throwLiteral,0.0
apidoc.csv,server,try-catch,33,30,throwLiteral,0.0
atom.csv,server,try-catch,141,223,throwLiteral,0.0
ava.csv,server,try-catch,55,186,throwLiteral,0.0
aws-sdk-js.csv,server,try-catch,710,1297,throwLiteral,2.0
axios.csv,server,try-catch,28,56,throwLiteral,0.0
babel.csv,client,try-catch,59,184,throwLiteral,0.0
backbone.csv,client,try-catch,93,110,throwLiteral,0.0
bitcoinjs-lib.csv,server,try-catch,7,1,throwLiteral,0.0
bluebird.csv,server,try-catch,276,366,throwLiteral,0.0
bootstrap.csv,client,try-catch,45,49,throwLiteral,0.0
brackets.csv,client,try-catch,1069,1511,throwLiteral,2.0
card.csv,client,try-catch,14,50,throwLiteral,0.0
cheerio.csv,server,try-catch,1,0,throwLiteral,0.0
closure-compiler.csv,server,try-catch,83,116,throwLiteral,10.0
closure-library.csv,client,try-catch,629,1501,throwLiteral,0.0
clumsy-bird.csv,client,try-catch,34,30,throwLiteral,0.0
co.csv,server,try-catch,45,48,throwLiteral,0.0
create-react-app.csv,client,try-catch,19,32,throwLiteral,0.0
democracyos.csv,client,try-catch,6,9,throwLiteral,0.0
docsify.csv,server,try-catch,22,47,throwLiteral,0.0
dragula.csv,client,try-catch,4,0,throwLiteral,0.0
dropzone.csv,client,try-catch,23,23,throwLiteral,0.0
echarts.csv,client,try-catch,145,193,throwLiteral,0.0
electron.csv,server,try-catch,97,113,throwLiteral,0.0
engine.csv,client,try-catch,10,26,throwLiteral,0.0
eslint-plugin-react.csv,client,try-catch,4,4,throwLiteral,0.0
eslint.csv,server,try-catch,178,442,throwLiteral,0.0
express.csv,server,try-catch,17,23,throwLiteral,0.0
fetch.csv,client,try-catch,3,3,throwLiteral,0.0
fingerprintjs2.csv,client,try-catch,54,64,throwLiteral,0.0
forever.csv,server,try-catch,5,6,throwLiteral,0.0
fullPage.js.csv,client,try-catch,1,1,throwLiteral,0.0
grunt.csv,server,try-catch,21,39,throwLiteral,0.0
gulp.csv,server,try-catch,4,8,throwLiteral,0.0
handlebars.js.csv,server,try-catch,24,57,throwLiteral,0.0
hapi.csv,server,try-catch,15,32,throwLiteral,0.0
hexo.csv,server,try-catch,78,81,throwLiteral,0.0
highcharts-ng.csv,client,try-catch,6,0,throwLiteral,0.0
history.js.csv,client,try-catch,757,991,throwLiteral,0.0
homebridge.csv,server,try-catch,6,20,throwLiteral,0.0
hospitalrun-frontend.csv,client,try-catch,1211,1587,throwLiteral,0.0
howler.js.csv,client,try-catch,30,22,throwLiteral,0.0
http-server.csv,server,try-catch,1,1,throwLiteral,0.0
iD.csv,server,try-catch,42,69,throwLiteral,0.0
immutable-js.csv,server,try-catch,13,24,throwLiteral,0.0
impress.js.csv,client,try-catch,14,50,throwLiteral,0.0
intro.js.csv,client,try-catch,52,54,throwLiteral,0.0
jQuery-File-Upload.csv,client,try-catch,18,5,throwLiteral,0.0
johnny-five.csv,server,try-catch,8,8,throwLiteral,0.0
joi.csv,client,try-catch,46,84,throwLiteral,0.0
jquery-modal.csv,client,try-catch,4,24,throwLiteral,0.0
jsdoc.csv,client,try-catch,44,63,throwLiteral,0.0
jsdoc.csv,server,try-catch,44,63,throwLiteral,0.0
jsdom.csv,server,try-catch,440,496,throwLiteral,0.0
koa.csv,server,try-catch,38,102,throwLiteral,0.0
kue.csv,server,try-catch,7,17,throwLiteral,0.0
lazysizes.csv,client,try-catch,19,12,throwLiteral,0.0
lightbox.csv,client,try-catch,6,6,throwLiteral,0.0
list.js.csv,client,try-catch,12,28,throwLiteral,0.0
lodash.csv,server,try-catch,3,1,throwLiteral,0.0
loopback.csv,server,try-catch,26,34,throwLiteral,0.0
mapbox-gl-js.csv,client,try-catch,20,46,throwLiteral,0.0
markdown-here.csv,client,try-catch,60,187,throwLiteral,0.0
materialize.csv,client,try-catch,13,11,throwLiteral,0.0
materialize.csv,server,try-catch,13,11,throwLiteral,0.0
metalsmith.csv,server,try-catch,3,11,throwLiteral,0.0
meteor.csv,client,try-catch,540,1337,throwLiteral,0.0
meteor.csv,server,try-catch,540,1337,throwLiteral,0.0
mithril.js.csv,client,try-catch,294,391,throwLiteral,0.0
mocha.csv,server,try-catch,45,167,throwLiteral,0.0
mojs.csv,client,try-catch,40,55,throwLiteral,0.0
moment-timezone.csv,server,try-catch,6,0,throwLiteral,0.0
moment.csv,server,try-catch,19,12,throwLiteral,0.0
mongo-express.csv,server,try-catch,24,51,throwLiteral,0.0
mongoose.csv,server,try-catch,262,448,throwLiteral,0.0
mousetrap.csv,client,try-catch,71,162,throwLiteral,0.0
mysql.csv,server,try-catch,7,10,throwLiteral,0.0
natural.csv,server,try-catch,3,4,throwLiteral,0.0
nedb.csv,server,try-catch,321,911,throwLiteral,0.0
nightwatch.csv,server,try-catch,87,127,throwLiteral,0.0
node-http-proxy.csv,server,try-catch,6,6,throwLiteral,0.0
node-inspector.csv,server,try-catch,85,86,throwLiteral,0.0
node-mongodb-native.csv,server,try-catch,422,845,throwLiteral,0.0
node-postgres.csv,server,try-catch,6,12,throwLiteral,0.0
node-restify.csv,server,try-catch,66,127,throwLiteral,0.0
node-serialport.csv,server,try-catch,118,196,throwLiteral,0.0
node.csv,server,try-catch,2030,4056,throwLiteral,3.0
nodemailer.csv,server,try-catch,43,108,throwLiteral,0.0
nodemon.csv,server,try-catch,14,22,throwLiteral,0.0
notifyjs.csv,client,try-catch,2,2,throwLiteral,0.0
nuxt.js.csv,server,try-catch,4,6,throwLiteral,0.0
openlayers.csv,server,try-catch,175,211,throwLiteral,0.0
openui5.csv,client,try-catch,2517,18454,throwLiteral,2.0
passport.csv,server,try-catch,6,6,throwLiteral,0.0
pdf.js.csv,client,try-catch,193,444,throwLiteral,0.0
perfect-scrollbar.csv,client,try-catch,2,2,throwLiteral,0.0
phaser.csv,client,try-catch,151,236,throwLiteral,0.0
plyr.csv,client,try-catch,239,348,throwLiteral,0.0
pm2.csv,server,try-catch,213,401,throwLiteral,0.0
postcss.csv,server,try-catch,5,17,throwLiteral,0.0
pouchdb.csv,server,try-catch,500,1341,throwLiteral,0.0
prettier.csv,client,try-catch,53,181,throwLiteral,0.0
progressbar.js.csv,client,try-catch,1,0,throwLiteral,0.0
protobuf.js.csv,server,try-catch,114,285,throwLiteral,0.0
pug.csv,server,try-catch,47,210,throwLiteral,0.0
ratchet.csv,client,try-catch,7,7,throwLiteral,0.0
raven-js.csv,client,try-catch,270,394,throwLiteral,0.0
react-native.csv,server,try-catch,190,493,throwLiteral,0.0
remark.csv,client,try-catch,3,24,throwLiteral,0.0
request.csv,server,try-catch,8,10,throwLiteral,0.0
reveal.js.csv,client,try-catch,28,57,throwLiteral,0.0
riot.csv,client,try-catch,46,116,throwLiteral,0.0
sails.csv,server,try-catch,457,987,throwLiteral,0.0
scrollreveal.csv,client,try-catch,39,47,throwLiteral,0.0
sequelize.csv,server,try-catch,20,36,throwLiteral,0.0
showdown.csv,server,try-catch,8,11,throwLiteral,0.0
