repo,file,type,mech,strategy,lines,stmts,count
Chart.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/Chart.js/gulpfile.js,client,callback,reassigningError,2,2,1
Chart.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/Chart.js/gulpfile.js,client,callback,rethrow,12,2,1
Chart.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/Chart.js/gulpfile.js,client,promise,others,1,1,1
Chart.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/Chart.js/src/controllers/controller.doughnut.js,client,callback,noUsageOfErrorArg,10,5,1
Chart.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/Chart.js/src/controllers/controller.polarArea.js,client,callback,noUsageOfErrorArg,8,5,1
Chart.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/Chart.js/src/core/core.controller.js,client,callback,others,65,33,7
Chart.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/Chart.js/src/core/core.interaction.js,client,callback,others,93,41,9
Chart.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/Chart.js/src/core/core.tooltip.js,client,callback,others,22,8,1
Chart.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/Chart.js/src/platforms/platform.dom.js,client,callback,others,3,1,1
Chart.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/Chart.js/src/platforms/platform.dom.js,client,try-catch,empty,0,0,1
Chart.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/Chart.js/src/plugins/plugin.legend.js,client,callback,break,35,9,1
Chart.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/Chart.js/src/plugins/plugin.legend.js,client,callback,noUsageOfErrorArg,5,5,1
Chart.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/Chart.js/src/plugins/plugin.legend.js,client,callback,others,4,2,1
Chart.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/Chart.js/src/scales/scale.time.js,client,callback,others,14,14,1
Chart.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/Chart.js/test/jasmine.utils.js,client,try-catch,rethrow,2,2,1
Chart.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/Chart.js/test/specs/platform.dom.tests.js,client,callback,others,1,1,1
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/faker.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/faker.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/az/faker.az.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/az/faker.az.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/cz/faker.cz.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/cz/faker.cz.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/de/faker.de.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/de/faker.de.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/de_AT/faker.de_AT.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/de_AT/faker.de_AT.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/de_CH/faker.de_CH.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/de_CH/faker.de_CH.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/en/faker.en.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/en/faker.en.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/en_AU/faker.en_AU.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/en_AU/faker.en_AU.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/en_BORK/faker.en_BORK.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/en_BORK/faker.en_BORK.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/en_CA/faker.en_CA.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/en_CA/faker.en_CA.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/en_GB/faker.en_GB.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/en_GB/faker.en_GB.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/en_IE/faker.en_IE.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/en_IE/faker.en_IE.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/en_IND/faker.en_IND.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/en_IND/faker.en_IND.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/en_US/faker.en_US.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/en_US/faker.en_US.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/en_au_ocker/faker.en_au_ocker.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/en_au_ocker/faker.en_au_ocker.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/es/faker.es.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/es/faker.es.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/es_MX/faker.es_MX.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/es_MX/faker.es_MX.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/fa/faker.fa.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/fa/faker.fa.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/fr/faker.fr.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/fr/faker.fr.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/fr_CA/faker.fr_CA.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/fr_CA/faker.fr_CA.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/ge/faker.ge.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/ge/faker.ge.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/id_ID/faker.id_ID.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/id_ID/faker.id_ID.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/it/faker.it.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/it/faker.it.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/ja/faker.ja.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/ja/faker.ja.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/ko/faker.ko.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/ko/faker.ko.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/nb_NO/faker.nb_NO.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/nb_NO/faker.nb_NO.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/nep/faker.nep.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/nep/faker.nep.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/nl/faker.nl.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/nl/faker.nl.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/pl/faker.pl.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/pl/faker.pl.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/pt_BR/faker.pt_BR.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/pt_BR/faker.pt_BR.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/ru/faker.ru.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/ru/faker.ru.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/sk/faker.sk.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/sk/faker.sk.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/sv/faker.sv.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/sv/faker.sv.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/tr/faker.tr.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/tr/faker.tr.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/uk/faker.uk.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/uk/faker.uk.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/vi/faker.vi.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/vi/faker.vi.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/zh_CN/faker.zh_CN.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/zh_CN/faker.zh_CN.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/zh_TW/faker.zh_TW.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/build/build/locales/zh_TW/faker.zh_TW.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/doc/scripts/docstrap.lib.js,server,callback,break,102,8,3
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/doc/scripts/docstrap.lib.js,server,callback,continue,20,1,1
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/doc/scripts/docstrap.lib.js,server,callback,others,106,29,16
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/doc/scripts/docstrap.lib.js,server,callback,reassigningError,81,11,6
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/doc/scripts/docstrap.lib.js,server,callback,"reassigningError,break",41,3,1
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/doc/scripts/docstrap.lib.js,server,try-catch,empty,0,0,15
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/doc/scripts/docstrap.lib.js,server,try-catch,noUsageOfErrorArg,23,9,9
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/doc/scripts/docstrap.lib.js,server,try-catch,others,8,2,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/doc/scripts/docstrap.lib.js,server,try-catch,rethrow,17,7,5
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/doc/scripts/prettify/prettify.js,server,callback,others,13,6,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/doc/scripts/prettify/prettify.js,server,try-catch,consoleLog,2,2,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/doc/scripts/toc.js,server,callback,"noUsageOfErrorArg,break",26,3,1
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/doc/scripts/toc.js,server,callback,others,17,11,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/js/faker.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/js/faker.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/js/jquery.js,server,callback,others,26,13,8
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/js/jquery.js,server,callback,reassigningError,65,12,3
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/js/jquery.js,server,try-catch,empty,0,0,27
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/js/jquery.js,server,try-catch,noUsageOfErrorArg,38,10,8
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/js/jquery.js,server,try-catch,others,10,10,5
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/js/prettyPrint.js,server,try-catch,consoleLog,9,3,3
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/js/prettyPrint.js,server,try-catch,empty,0,0,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/js/prettyPrint.js,server,try-catch,"noUsageOfErrorArg,returnLiteral",2,2,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/js/prettyPrint.js,server,try-catch,others,3,3,3
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/az/faker.az.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/az/faker.az.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/cz/faker.cz.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/cz/faker.cz.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/de/faker.de.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/de/faker.de.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/de_AT/faker.de_AT.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/de_AT/faker.de_AT.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/de_CH/faker.de_CH.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/de_CH/faker.de_CH.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/en/faker.en.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/en/faker.en.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/en_AU/faker.en_AU.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/en_AU/faker.en_AU.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/en_BORK/faker.en_BORK.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/en_BORK/faker.en_BORK.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/en_CA/faker.en_CA.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/en_CA/faker.en_CA.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/en_GB/faker.en_GB.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/en_GB/faker.en_GB.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/en_IE/faker.en_IE.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/en_IE/faker.en_IE.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/en_IND/faker.en_IND.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/en_IND/faker.en_IND.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/en_US/faker.en_US.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/en_US/faker.en_US.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/en_au_ocker/faker.en_au_ocker.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/en_au_ocker/faker.en_au_ocker.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/es/faker.es.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/es/faker.es.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/es_MX/faker.es_MX.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/es_MX/faker.es_MX.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/fa/faker.fa.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/fa/faker.fa.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/fr/faker.fr.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/fr/faker.fr.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/fr_CA/faker.fr_CA.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/fr_CA/faker.fr_CA.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/ge/faker.ge.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/ge/faker.ge.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/id_ID/faker.id_ID.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/id_ID/faker.id_ID.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/it/faker.it.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/it/faker.it.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/ja/faker.ja.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/ja/faker.ja.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/ko/faker.ko.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/ko/faker.ko.js,server,try-catch,noUsageOfErrorArg,4,4,4
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/nb_NO/faker.nb_NO.js,server,callback,others,11,3,2
Faker.js.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/Faker.js/examples/browser/locales/nb_NO/faker.nb_NO.js,server,try-catch,noUsageOfErrorArg,4,4,4
