repo,type,mech,count,lines,strategy,strategy_count,strategy_total,strategy_perc
Ghost.csv,server,event,4,41,empty,0.0,12.0,0.0
Ghost.csv,server,event,4,41,noUsageOfErrorArg,0.0,12.0,0.0
Ghost.csv,server,event,4,41,consoleLog,0.0,12.0,0.0
Ghost.csv,server,event,4,41,reassigningError,0.0,12.0,0.0
Ghost.csv,server,event,4,41,alert,0.0,12.0,0.0
Ghost.csv,server,event,4,41,throwLiteral,0.0,12.0,0.0
Ghost.csv,server,event,4,41,throwUndefined,0.0,12.0,0.0
Ghost.csv,server,event,4,41,throwNull,0.0,12.0,0.0
Ghost.csv,server,event,4,41,throwErrorObject,0.0,12.0,0.0
Ghost.csv,server,event,4,41,rethrow,0.0,12.0,0.0
Ghost.csv,server,event,4,41,returnLiteral,0.0,12.0,0.0
Ghost.csv,server,event,4,41,returnUndefined,0.0,12.0,0.0
Ghost.csv,server,event,4,41,returnNull,0.0,12.0,0.0
Ghost.csv,server,event,4,41,returnErrorObject,0.0,12.0,0.0
Ghost.csv,server,event,4,41,rereturn,0.0,12.0,0.0
Ghost.csv,server,event,4,41,continue,0.0,12.0,0.0
Ghost.csv,server,event,4,41,break,0.0,12.0,0.0
Ghost.csv,server,event,4,41,others,4.0,12.0,33.333333333333336
Ghost.csv,server,event,4,41,others,4.0,12.0,33.333333333333336
Ghost.csv,server,event,4,41,others,4.0,12.0,33.333333333333336
JavaScript-Load-Image.csv,client,event,2,2,empty,0.0,6.0,0.0
JavaScript-Load-Image.csv,client,event,2,2,noUsageOfErrorArg,0.0,6.0,0.0
JavaScript-Load-Image.csv,client,event,2,2,consoleLog,0.0,6.0,0.0
JavaScript-Load-Image.csv,client,event,2,2,reassigningError,0.0,6.0,0.0
JavaScript-Load-Image.csv,client,event,2,2,alert,0.0,6.0,0.0
JavaScript-Load-Image.csv,client,event,2,2,throwLiteral,0.0,6.0,0.0
JavaScript-Load-Image.csv,client,event,2,2,throwUndefined,0.0,6.0,0.0
JavaScript-Load-Image.csv,client,event,2,2,throwNull,0.0,6.0,0.0
JavaScript-Load-Image.csv,client,event,2,2,throwErrorObject,0.0,6.0,0.0
JavaScript-Load-Image.csv,client,event,2,2,rethrow,0.0,6.0,0.0
JavaScript-Load-Image.csv,client,event,2,2,returnLiteral,0.0,6.0,0.0
JavaScript-Load-Image.csv,client,event,2,2,returnUndefined,0.0,6.0,0.0
JavaScript-Load-Image.csv,client,event,2,2,returnNull,0.0,6.0,0.0
JavaScript-Load-Image.csv,client,event,2,2,returnErrorObject,0.0,6.0,0.0
JavaScript-Load-Image.csv,client,event,2,2,rereturn,0.0,6.0,0.0
JavaScript-Load-Image.csv,client,event,2,2,continue,0.0,6.0,0.0
JavaScript-Load-Image.csv,client,event,2,2,break,0.0,6.0,0.0
JavaScript-Load-Image.csv,client,event,2,2,others,2.0,6.0,33.333333333333336
JavaScript-Load-Image.csv,client,event,2,2,others,2.0,6.0,33.333333333333336
JavaScript-Load-Image.csv,client,event,2,2,others,2.0,6.0,33.333333333333336
JavaScript-MD5.csv,server,event,2,2,empty,0.0,6.0,0.0
JavaScript-MD5.csv,server,event,2,2,noUsageOfErrorArg,0.0,6.0,0.0
JavaScript-MD5.csv,server,event,2,2,consoleLog,0.0,6.0,0.0
JavaScript-MD5.csv,server,event,2,2,reassigningError,0.0,6.0,0.0
JavaScript-MD5.csv,server,event,2,2,alert,0.0,6.0,0.0
JavaScript-MD5.csv,server,event,2,2,throwLiteral,0.0,6.0,0.0
JavaScript-MD5.csv,server,event,2,2,throwUndefined,0.0,6.0,0.0
JavaScript-MD5.csv,server,event,2,2,throwNull,0.0,6.0,0.0
JavaScript-MD5.csv,server,event,2,2,throwErrorObject,0.0,6.0,0.0
JavaScript-MD5.csv,server,event,2,2,rethrow,0.0,6.0,0.0
JavaScript-MD5.csv,server,event,2,2,returnLiteral,0.0,6.0,0.0
JavaScript-MD5.csv,server,event,2,2,returnUndefined,0.0,6.0,0.0
JavaScript-MD5.csv,server,event,2,2,returnNull,0.0,6.0,0.0
JavaScript-MD5.csv,server,event,2,2,returnErrorObject,0.0,6.0,0.0
JavaScript-MD5.csv,server,event,2,2,rereturn,0.0,6.0,0.0
JavaScript-MD5.csv,server,event,2,2,continue,0.0,6.0,0.0
JavaScript-MD5.csv,server,event,2,2,break,0.0,6.0,0.0
JavaScript-MD5.csv,server,event,2,2,others,2.0,6.0,33.333333333333336
JavaScript-MD5.csv,server,event,2,2,others,2.0,6.0,33.333333333333336
JavaScript-MD5.csv,server,event,2,2,others,2.0,6.0,33.333333333333336
MQTT.js.csv,server,event,27,16,empty,0.0,52.0,0.0
MQTT.js.csv,server,event,27,16,noUsageOfErrorArg,17.0,52.0,32.69230769230769
MQTT.js.csv,server,event,27,16,consoleLog,2.0,52.0,3.8461538461538463
MQTT.js.csv,server,event,27,16,reassigningError,0.0,52.0,0.0
MQTT.js.csv,server,event,27,16,alert,0.0,52.0,0.0
MQTT.js.csv,server,event,27,16,throwLiteral,0.0,52.0,0.0
MQTT.js.csv,server,event,27,16,throwUndefined,0.0,52.0,0.0
MQTT.js.csv,server,event,27,16,throwNull,0.0,52.0,0.0
MQTT.js.csv,server,event,27,16,throwErrorObject,0.0,52.0,0.0
MQTT.js.csv,server,event,27,16,rethrow,3.0,52.0,5.769230769230769
MQTT.js.csv,server,event,27,16,returnLiteral,0.0,52.0,0.0
MQTT.js.csv,server,event,27,16,returnUndefined,0.0,52.0,0.0
MQTT.js.csv,server,event,27,16,returnNull,0.0,52.0,0.0
MQTT.js.csv,server,event,27,16,returnErrorObject,0.0,52.0,0.0
MQTT.js.csv,server,event,27,16,rereturn,0.0,52.0,0.0
MQTT.js.csv,server,event,27,16,continue,0.0,52.0,0.0
MQTT.js.csv,server,event,27,16,break,0.0,52.0,0.0
MQTT.js.csv,server,event,27,16,others,10.0,52.0,19.23076923076923
MQTT.js.csv,server,event,27,16,others,10.0,52.0,19.23076923076923
MQTT.js.csv,server,event,27,16,others,10.0,52.0,19.23076923076923
MagicMirror.csv,server,event,5,10,empty,0.0,16.0,0.0
MagicMirror.csv,server,event,5,10,noUsageOfErrorArg,0.0,16.0,0.0
MagicMirror.csv,server,event,5,10,consoleLog,1.0,16.0,6.25
MagicMirror.csv,server,event,5,10,reassigningError,0.0,16.0,0.0
MagicMirror.csv,server,event,5,10,alert,0.0,16.0,0.0
MagicMirror.csv,server,event,5,10,throwLiteral,0.0,16.0,0.0
MagicMirror.csv,server,event,5,10,throwUndefined,0.0,16.0,0.0
MagicMirror.csv,server,event,5,10,throwNull,0.0,16.0,0.0
MagicMirror.csv,server,event,5,10,throwErrorObject,0.0,16.0,0.0
MagicMirror.csv,server,event,5,10,rethrow,0.0,16.0,0.0
MagicMirror.csv,server,event,5,10,returnLiteral,0.0,16.0,0.0
MagicMirror.csv,server,event,5,10,returnUndefined,0.0,16.0,0.0
MagicMirror.csv,server,event,5,10,returnNull,0.0,16.0,0.0
MagicMirror.csv,server,event,5,10,returnErrorObject,0.0,16.0,0.0
MagicMirror.csv,server,event,5,10,rereturn,0.0,16.0,0.0
MagicMirror.csv,server,event,5,10,continue,0.0,16.0,0.0
MagicMirror.csv,server,event,5,10,break,0.0,16.0,0.0
MagicMirror.csv,server,event,5,10,others,5.0,16.0,31.25
MagicMirror.csv,server,event,5,10,others,5.0,16.0,31.25
MagicMirror.csv,server,event,5,10,others,5.0,16.0,31.25
NodeBB.csv,server,event,11,32,empty,0.0,36.0,0.0
NodeBB.csv,server,event,11,32,noUsageOfErrorArg,0.0,36.0,0.0
NodeBB.csv,server,event,11,32,consoleLog,0.0,36.0,0.0
NodeBB.csv,server,event,11,32,reassigningError,0.0,36.0,0.0
NodeBB.csv,server,event,11,32,alert,0.0,36.0,0.0
NodeBB.csv,server,event,11,32,throwLiteral,0.0,36.0,0.0
NodeBB.csv,server,event,11,32,throwUndefined,0.0,36.0,0.0
NodeBB.csv,server,event,11,32,throwNull,0.0,36.0,0.0
NodeBB.csv,server,event,11,32,throwErrorObject,0.0,36.0,0.0
NodeBB.csv,server,event,11,32,rethrow,2.0,36.0,5.555555555555555
NodeBB.csv,server,event,11,32,returnLiteral,0.0,36.0,0.0
NodeBB.csv,server,event,11,32,returnUndefined,0.0,36.0,0.0
NodeBB.csv,server,event,11,32,returnNull,0.0,36.0,0.0
NodeBB.csv,server,event,11,32,returnErrorObject,0.0,36.0,0.0
NodeBB.csv,server,event,11,32,rereturn,0.0,36.0,0.0
NodeBB.csv,server,event,11,32,continue,0.0,36.0,0.0
NodeBB.csv,server,event,11,32,break,1.0,36.0,2.7777777777777777
NodeBB.csv,server,event,11,32,others,11.0,36.0,30.555555555555557
NodeBB.csv,server,event,11,32,others,11.0,36.0,30.555555555555557
NodeBB.csv,server,event,11,32,others,11.0,36.0,30.555555555555557
