repo,type,mech,count,lines,strategy,strategy_count,strategy_total,strategy_perc
Chart.js.csv,client,callback,27,274,empty,0.0,141.0,0.0
Chart.js.csv,client,callback,27,274,noUsageOfErrorArg,3.0,141.0,2.127659574468085
Chart.js.csv,client,callback,27,274,consoleLog,0.0,141.0,0.0
Chart.js.csv,client,callback,27,274,reassigningError,1.0,141.0,0.7092198581560284
Chart.js.csv,client,callback,27,274,alert,0.0,141.0,0.0
Chart.js.csv,client,callback,27,274,throwLiteral,0.0,141.0,0.0
Chart.js.csv,client,callback,27,274,throwUndefined,0.0,141.0,0.0
Chart.js.csv,client,callback,27,274,throwNull,0.0,141.0,0.0
Chart.js.csv,client,callback,27,274,throwErrorObject,0.0,141.0,0.0
Chart.js.csv,client,callback,27,274,rethrow,1.0,141.0,0.7092198581560284
Chart.js.csv,client,callback,27,274,returnLiteral,0.0,141.0,0.0
Chart.js.csv,client,callback,27,274,returnUndefined,0.0,141.0,0.0
Chart.js.csv,client,callback,27,274,returnNull,0.0,141.0,0.0
Chart.js.csv,client,callback,27,274,returnErrorObject,0.0,141.0,0.0
Chart.js.csv,client,callback,27,274,rereturn,0.0,141.0,0.0
Chart.js.csv,client,callback,27,274,continue,0.0,141.0,0.0
Chart.js.csv,client,callback,27,274,break,1.0,141.0,0.7092198581560284
Chart.js.csv,client,callback,27,274,others,27.0,141.0,19.148936170212767
Chart.js.csv,client,callback,27,274,others,27.0,141.0,19.148936170212767
Chart.js.csv,client,callback,27,274,others,27.0,141.0,19.148936170212767
Chart.js.csv,client,callback,27,274,others,27.0,141.0,19.148936170212767
Chart.js.csv,client,callback,27,274,others,27.0,141.0,19.148936170212767
Faker.js.csv,server,callback,210,1445,empty,0.0,1069.0,0.0
Faker.js.csv,server,callback,210,1445,noUsageOfErrorArg,2.0,1069.0,0.18709073900841908
Faker.js.csv,server,callback,210,1445,consoleLog,0.0,1069.0,0.0
Faker.js.csv,server,callback,210,1445,reassigningError,10.0,1069.0,0.9354536950420954
Faker.js.csv,server,callback,210,1445,alert,0.0,1069.0,0.0
Faker.js.csv,server,callback,210,1445,throwLiteral,0.0,1069.0,0.0
Faker.js.csv,server,callback,210,1445,throwUndefined,0.0,1069.0,0.0
Faker.js.csv,server,callback,210,1445,throwNull,0.0,1069.0,0.0
Faker.js.csv,server,callback,210,1445,throwErrorObject,0.0,1069.0,0.0
Faker.js.csv,server,callback,210,1445,rethrow,1.0,1069.0,0.09354536950420954
Faker.js.csv,server,callback,210,1445,returnLiteral,0.0,1069.0,0.0
Faker.js.csv,server,callback,210,1445,returnUndefined,0.0,1069.0,0.0
Faker.js.csv,server,callback,210,1445,returnNull,0.0,1069.0,0.0
Faker.js.csv,server,callback,210,1445,returnErrorObject,0.0,1069.0,0.0
Faker.js.csv,server,callback,210,1445,rereturn,0.0,1069.0,0.0
Faker.js.csv,server,callback,210,1445,continue,1.0,1069.0,0.09354536950420954
Faker.js.csv,server,callback,210,1445,break,5.0,1069.0,0.4677268475210477
Faker.js.csv,server,callback,210,1445,others,210.0,1069.0,19.644527595884004
Faker.js.csv,server,callback,210,1445,others,210.0,1069.0,19.644527595884004
Faker.js.csv,server,callback,210,1445,others,210.0,1069.0,19.644527595884004
Faker.js.csv,server,callback,210,1445,others,210.0,1069.0,19.644527595884004
Faker.js.csv,server,callback,210,1445,others,210.0,1069.0,19.644527595884004
Ghost.csv,server,callback,413,3797,empty,0.0,2078.0,0.0
Ghost.csv,server,callback,413,3797,noUsageOfErrorArg,0.0,2078.0,0.0
Ghost.csv,server,callback,413,3797,consoleLog,0.0,2078.0,0.0
