repo,type,mech,count,lines,strategy,strategy_count,strategy_total,strategy_perc
Chart.js.csv,client,try-catch,2,2,empty,1.0,3.0,33.333333333333336
Chart.js.csv,client,try-catch,2,2,noUsageOfErrorArg,0.0,3.0,0.0
Chart.js.csv,client,try-catch,2,2,consoleLog,0.0,3.0,0.0
Chart.js.csv,client,try-catch,2,2,reassigningError,0.0,3.0,0.0
Chart.js.csv,client,try-catch,2,2,alert,0.0,3.0,0.0
Chart.js.csv,client,try-catch,2,2,throwLiteral,0.0,3.0,0.0
Chart.js.csv,client,try-catch,2,2,throwUndefined,0.0,3.0,0.0
Chart.js.csv,client,try-catch,2,2,throwNull,0.0,3.0,0.0
Chart.js.csv,client,try-catch,2,2,throwErrorObject,0.0,3.0,0.0
Chart.js.csv,client,try-catch,2,2,rethrow,1.0,3.0,33.333333333333336
Chart.js.csv,client,try-catch,2,2,returnLiteral,0.0,3.0,0.0
Chart.js.csv,client,try-catch,2,2,returnUndefined,0.0,3.0,0.0
Chart.js.csv,client,try-catch,2,2,returnNull,0.0,3.0,0.0
Chart.js.csv,client,try-catch,2,2,returnErrorObject,0.0,3.0,0.0
Chart.js.csv,client,try-catch,2,2,rereturn,0.0,3.0,0.0
Chart.js.csv,client,try-catch,2,2,continue,0.0,3.0,0.0
Chart.js.csv,client,try-catch,2,2,break,0.0,3.0,0.0
Chart.js.csv,client,try-catch,2,2,others,1.0,3.0,33.333333333333336
Faker.js.csv,server,try-catch,452,540,empty,57.0,807.0,7.063197026022305
Faker.js.csv,server,try-catch,452,540,noUsageOfErrorArg,334.0,807.0,41.38785625774474
Faker.js.csv,server,try-catch,452,540,consoleLog,5.0,807.0,0.6195786864931846
Faker.js.csv,server,try-catch,452,540,reassigningError,18.0,807.0,2.2304832713754648
Faker.js.csv,server,try-catch,452,540,alert,0.0,807.0,0.0
Faker.js.csv,server,try-catch,452,540,throwLiteral,0.0,807.0,0.0
Faker.js.csv,server,try-catch,452,540,throwUndefined,0.0,807.0,0.0
Faker.js.csv,server,try-catch,452,540,throwNull,0.0,807.0,0.0
Faker.js.csv,server,try-catch,452,540,throwErrorObject,0.0,807.0,0.0
Faker.js.csv,server,try-catch,452,540,rethrow,14.0,807.0,1.734820322180917
Faker.js.csv,server,try-catch,452,540,returnLiteral,11.0,807.0,1.3630731102850062
Faker.js.csv,server,try-catch,452,540,returnUndefined,0.0,807.0,0.0
Faker.js.csv,server,try-catch,452,540,returnNull,0.0,807.0,0.0
Faker.js.csv,server,try-catch,452,540,returnErrorObject,0.0,807.0,0.0
Faker.js.csv,server,try-catch,452,540,rereturn,0.0,807.0,0.0
Faker.js.csv,server,try-catch,452,540,continue,0.0,807.0,0.0
Faker.js.csv,server,try-catch,452,540,break,0.0,807.0,0.0
Faker.js.csv,server,try-catch,452,540,others,368.0,807.0,45.60099132589839
Ghost.csv,server,try-catch,120,388,empty,2.0,142.0,1.408450704225352
Ghost.csv,server,try-catch,120,388,noUsageOfErrorArg,13.0,142.0,9.154929577464788
Ghost.csv,server,try-catch,120,388,consoleLog,0.0,142.0,0.0
Ghost.csv,server,try-catch,120,388,reassigningError,2.0,142.0,1.408450704225352
Ghost.csv,server,try-catch,120,388,alert,0.0,142.0,0.0
Ghost.csv,server,try-catch,120,388,throwLiteral,0.0,142.0,0.0
Ghost.csv,server,try-catch,120,388,throwUndefined,0.0,142.0,0.0
Ghost.csv,server,try-catch,120,388,throwNull,0.0,142.0,0.0
Ghost.csv,server,try-catch,120,388,throwErrorObject,0.0,142.0,0.0
Ghost.csv,server,try-catch,120,388,rethrow,7.0,142.0,4.929577464788732
Ghost.csv,server,try-catch,120,388,returnLiteral,0.0,142.0,0.0
Ghost.csv,server,try-catch,120,388,returnUndefined,0.0,142.0,0.0
Ghost.csv,server,try-catch,120,388,returnNull,0.0,142.0,0.0
Ghost.csv,server,try-catch,120,388,returnErrorObject,2.0,142.0,1.408450704225352
Ghost.csv,server,try-catch,120,388,rereturn,0.0,142.0,0.0
Ghost.csv,server,try-catch,120,388,continue,0.0,142.0,0.0
Ghost.csv,server,try-catch,120,388,break,0.0,142.0,0.0
Ghost.csv,server,try-catch,120,388,others,116.0,142.0,81.69014084507042
JavaScript-Garden.csv,client,try-catch,4,12,empty,0.0,4.0,0.0
JavaScript-Garden.csv,client,try-catch,4,12,noUsageOfErrorArg,0.0,4.0,0.0
JavaScript-Garden.csv,client,try-catch,4,12,consoleLog,0.0,4.0,0.0
JavaScript-Garden.csv,client,try-catch,4,12,reassigningError,0.0,4.0,0.0
JavaScript-Garden.csv,client,try-catch,4,12,alert,0.0,4.0,0.0
JavaScript-Garden.csv,client,try-catch,4,12,throwLiteral,0.0,4.0,0.0
JavaScript-Garden.csv,client,try-catch,4,12,throwUndefined,0.0,4.0,0.0
JavaScript-Garden.csv,client,try-catch,4,12,throwNull,0.0,4.0,0.0
JavaScript-Garden.csv,client,try-catch,4,12,throwErrorObject,0.0,4.0,0.0
JavaScript-Garden.csv,client,try-catch,4,12,rethrow,0.0,4.0,0.0
JavaScript-Garden.csv,client,try-catch,4,12,returnLiteral,0.0,4.0,0.0
JavaScript-Garden.csv,client,try-catch,4,12,returnUndefined,0.0,4.0,0.0
JavaScript-Garden.csv,client,try-catch,4,12,returnNull,0.0,4.0,0.0
JavaScript-Garden.csv,client,try-catch,4,12,returnErrorObject,0.0,4.0,0.0
JavaScript-Garden.csv,client,try-catch,4,12,rereturn,0.0,4.0,0.0
JavaScript-Garden.csv,client,try-catch,4,12,continue,0.0,4.0,0.0
JavaScript-Garden.csv,client,try-catch,4,12,break,0.0,4.0,0.0
JavaScript-Garden.csv,client,try-catch,4,12,others,4.0,4.0,100.0
JavaScript-Koans.csv,client,try-catch,52,80,empty,25.0,67.0,37.3134328358209
JavaScript-Koans.csv,client,try-catch,52,80,noUsageOfErrorArg,12.0,67.0,17.91044776119403
JavaScript-Koans.csv,client,try-catch,52,80,consoleLog,0.0,67.0,0.0
JavaScript-Koans.csv,client,try-catch,52,80,reassigningError,3.0,67.0,4.477611940298507
JavaScript-Koans.csv,client,try-catch,52,80,alert,0.0,67.0,0.0
JavaScript-Koans.csv,client,try-catch,52,80,throwLiteral,0.0,67.0,0.0
JavaScript-Koans.csv,client,try-catch,52,80,throwUndefined,0.0,67.0,0.0
JavaScript-Koans.csv,client,try-catch,52,80,throwNull,0.0,67.0,0.0
JavaScript-Koans.csv,client,try-catch,52,80,throwErrorObject,0.0,67.0,0.0
JavaScript-Koans.csv,client,try-catch,52,80,rethrow,0.0,67.0,0.0
JavaScript-Koans.csv,client,try-catch,52,80,returnLiteral,2.0,67.0,2.985074626865672
JavaScript-Koans.csv,client,try-catch,52,80,returnUndefined,0.0,67.0,0.0
JavaScript-Koans.csv,client,try-catch,52,80,returnNull,0.0,67.0,0.0
JavaScript-Koans.csv,client,try-catch,52,80,returnErrorObject,0.0,67.0,0.0
JavaScript-Koans.csv,client,try-catch,52,80,rereturn,0.0,67.0,0.0
JavaScript-Koans.csv,client,try-catch,52,80,continue,0.0,67.0,0.0
JavaScript-Koans.csv,client,try-catch,52,80,break,2.0,67.0,2.985074626865672
JavaScript-Koans.csv,client,try-catch,52,80,others,23.0,67.0,34.32835820895522
JavaScript-Load-Image.csv,client,try-catch,171,423,empty,56.0,265.0,21.132075471698112
JavaScript-Load-Image.csv,client,try-catch,171,423,noUsageOfErrorArg,65.0,265.0,24.528301886792452
JavaScript-Load-Image.csv,client,try-catch,171,423,consoleLog,0.0,265.0,0.0
JavaScript-Load-Image.csv,client,try-catch,171,423,reassigningError,4.0,265.0,1.509433962264151
JavaScript-Load-Image.csv,client,try-catch,171,423,alert,0.0,265.0,0.0
JavaScript-Load-Image.csv,client,try-catch,171,423,throwLiteral,0.0,265.0,0.0
JavaScript-Load-Image.csv,client,try-catch,171,423,throwUndefined,0.0,265.0,0.0
JavaScript-Load-Image.csv,client,try-catch,171,423,throwNull,0.0,265.0,0.0
JavaScript-Load-Image.csv,client,try-catch,171,423,throwErrorObject,3.0,265.0,1.1320754716981132
JavaScript-Load-Image.csv,client,try-catch,171,423,rethrow,20.0,265.0,7.547169811320755
JavaScript-Load-Image.csv,client,try-catch,171,423,returnLiteral,26.0,265.0,9.81132075471698
JavaScript-Load-Image.csv,client,try-catch,171,423,returnUndefined,0.0,265.0,0.0
JavaScript-Load-Image.csv,client,try-catch,171,423,returnNull,0.0,265.0,0.0
JavaScript-Load-Image.csv,client,try-catch,171,423,returnErrorObject,0.0,265.0,0.0
JavaScript-Load-Image.csv,client,try-catch,171,423,rereturn,0.0,265.0,0.0
JavaScript-Load-Image.csv,client,try-catch,171,423,continue,0.0,265.0,0.0
JavaScript-Load-Image.csv,client,try-catch,171,423,break,3.0,265.0,1.1320754716981132
JavaScript-Load-Image.csv,client,try-catch,171,423,others,88.0,265.0,33.20754716981132
JavaScript-MD5.csv,server,try-catch,122,295,empty,41.0,192.0,21.354166666666668
JavaScript-MD5.csv,server,try-catch,122,295,noUsageOfErrorArg,46.0,192.0,23.958333333333332
JavaScript-MD5.csv,server,try-catch,122,295,consoleLog,0.0,192.0,0.0
JavaScript-MD5.csv,server,try-catch,122,295,reassigningError,4.0,192.0,2.0833333333333335
JavaScript-MD5.csv,server,try-catch,122,295,alert,0.0,192.0,0.0
JavaScript-MD5.csv,server,try-catch,122,295,throwLiteral,0.0,192.0,0.0
JavaScript-MD5.csv,server,try-catch,122,295,throwUndefined,0.0,192.0,0.0
JavaScript-MD5.csv,server,try-catch,122,295,throwNull,0.0,192.0,0.0
JavaScript-MD5.csv,server,try-catch,122,295,throwErrorObject,3.0,192.0,1.5625
JavaScript-MD5.csv,server,try-catch,122,295,rethrow,15.0,192.0,7.8125
JavaScript-MD5.csv,server,try-catch,122,295,returnLiteral,15.0,192.0,7.8125
JavaScript-MD5.csv,server,try-catch,122,295,returnUndefined,0.0,192.0,0.0
JavaScript-MD5.csv,server,try-catch,122,295,returnNull,0.0,192.0,0.0
JavaScript-MD5.csv,server,try-catch,122,295,returnErrorObject,0.0,192.0,0.0
JavaScript-MD5.csv,server,try-catch,122,295,rereturn,0.0,192.0,0.0
JavaScript-MD5.csv,server,try-catch,122,295,continue,0.0,192.0,0.0
JavaScript-MD5.csv,server,try-catch,122,295,break,3.0,192.0,1.5625
JavaScript-MD5.csv,server,try-catch,122,295,others,65.0,192.0,33.854166666666664
MQTT.js.csv,server,try-catch,17,29,empty,0.0,26.0,0.0
MQTT.js.csv,server,try-catch,17,29,noUsageOfErrorArg,5.0,26.0,19.23076923076923
MQTT.js.csv,server,try-catch,17,29,consoleLog,0.0,26.0,0.0
MQTT.js.csv,server,try-catch,17,29,reassigningError,0.0,26.0,0.0
MQTT.js.csv,server,try-catch,17,29,alert,0.0,26.0,0.0
MQTT.js.csv,server,try-catch,17,29,throwLiteral,0.0,26.0,0.0
MQTT.js.csv,server,try-catch,17,29,throwUndefined,0.0,26.0,0.0
MQTT.js.csv,server,try-catch,17,29,throwNull,0.0,26.0,0.0
MQTT.js.csv,server,try-catch,17,29,throwErrorObject,0.0,26.0,0.0
MQTT.js.csv,server,try-catch,17,29,rethrow,4.0,26.0,15.384615384615385
MQTT.js.csv,server,try-catch,17,29,returnLiteral,0.0,26.0,0.0
MQTT.js.csv,server,try-catch,17,29,returnUndefined,0.0,26.0,0.0
MQTT.js.csv,server,try-catch,17,29,returnNull,0.0,26.0,0.0
MQTT.js.csv,server,try-catch,17,29,returnErrorObject,0.0,26.0,0.0
MQTT.js.csv,server,try-catch,17,29,rereturn,0.0,26.0,0.0
MQTT.js.csv,server,try-catch,17,29,continue,0.0,26.0,0.0
MQTT.js.csv,server,try-catch,17,29,break,0.0,26.0,0.0
MQTT.js.csv,server,try-catch,17,29,others,17.0,26.0,65.38461538461539
MagicMirror.csv,server,try-catch,13,62,empty,0.0,26.0,0.0
MagicMirror.csv,server,try-catch,13,62,noUsageOfErrorArg,6.0,26.0,23.076923076923077
MagicMirror.csv,server,try-catch,13,62,consoleLog,3.0,26.0,11.538461538461538
MagicMirror.csv,server,try-catch,13,62,reassigningError,0.0,26.0,0.0
MagicMirror.csv,server,try-catch,13,62,alert,0.0,26.0,0.0
MagicMirror.csv,server,try-catch,13,62,throwLiteral,0.0,26.0,0.0
MagicMirror.csv,server,try-catch,13,62,throwUndefined,0.0,26.0,0.0
MagicMirror.csv,server,try-catch,13,62,throwNull,0.0,26.0,0.0
MagicMirror.csv,server,try-catch,13,62,throwErrorObject,0.0,26.0,0.0
MagicMirror.csv,server,try-catch,13,62,rethrow,4.0,26.0,15.384615384615385
MagicMirror.csv,server,try-catch,13,62,returnLiteral,0.0,26.0,0.0
MagicMirror.csv,server,try-catch,13,62,returnUndefined,0.0,26.0,0.0
MagicMirror.csv,server,try-catch,13,62,returnNull,0.0,26.0,0.0
MagicMirror.csv,server,try-catch,13,62,returnErrorObject,0.0,26.0,0.0
MagicMirror.csv,server,try-catch,13,62,rereturn,0.0,26.0,0.0
MagicMirror.csv,server,try-catch,13,62,continue,1.0,26.0,3.8461538461538463
MagicMirror.csv,server,try-catch,13,62,break,0.0,26.0,0.0
MagicMirror.csv,server,try-catch,13,62,others,12.0,26.0,46.15384615384615
Modernizr.csv,client,try-catch,258,220,empty,76.0,377.0,20.159151193633953
Modernizr.csv,client,try-catch,258,220,noUsageOfErrorArg,112.0,377.0,29.70822281167109
Modernizr.csv,client,try-catch,258,220,consoleLog,0.0,377.0,0.0
Modernizr.csv,client,try-catch,258,220,reassigningError,24.0,377.0,6.36604774535809
Modernizr.csv,client,try-catch,258,220,alert,0.0,377.0,0.0
Modernizr.csv,client,try-catch,258,220,throwLiteral,0.0,377.0,0.0
Modernizr.csv,client,try-catch,258,220,throwUndefined,0.0,377.0,0.0
Modernizr.csv,client,try-catch,258,220,throwNull,0.0,377.0,0.0
Modernizr.csv,client,try-catch,258,220,throwErrorObject,6.0,377.0,1.5915119363395225
Modernizr.csv,client,try-catch,258,220,rethrow,5.0,377.0,1.3262599469496021
Modernizr.csv,client,try-catch,258,220,returnLiteral,63.0,377.0,16.71087533156499
Modernizr.csv,client,try-catch,258,220,returnUndefined,0.0,377.0,0.0
Modernizr.csv,client,try-catch,258,220,returnNull,0.0,377.0,0.0
Modernizr.csv,client,try-catch,258,220,returnErrorObject,0.0,377.0,0.0
Modernizr.csv,client,try-catch,258,220,rereturn,0.0,377.0,0.0
Modernizr.csv,client,try-catch,258,220,continue,0.0,377.0,0.0
Modernizr.csv,client,try-catch,258,220,break,0.0,377.0,0.0
Modernizr.csv,client,try-catch,258,220,others,91.0,377.0,24.137931034482758
NodeBB.csv,server,try-catch,205,282,empty,27.0,276.0,9.782608695652174
NodeBB.csv,server,try-catch,205,282,noUsageOfErrorArg,64.0,276.0,23.18840579710145
NodeBB.csv,server,try-catch,205,282,consoleLog,3.0,276.0,1.0869565217391304
NodeBB.csv,server,try-catch,205,282,reassigningError,2.0,276.0,0.7246376811594203
NodeBB.csv,server,try-catch,205,282,alert,0.0,276.0,0.0
NodeBB.csv,server,try-catch,205,282,throwLiteral,2.0,276.0,0.7246376811594203
NodeBB.csv,server,try-catch,205,282,throwUndefined,0.0,276.0,0.0
NodeBB.csv,server,try-catch,205,282,throwNull,0.0,276.0,0.0
NodeBB.csv,server,try-catch,205,282,throwErrorObject,0.0,276.0,0.0
NodeBB.csv,server,try-catch,205,282,rethrow,3.0,276.0,1.0869565217391304
NodeBB.csv,server,try-catch,205,282,returnLiteral,7.0,276.0,2.536231884057971
NodeBB.csv,server,try-catch,205,282,returnUndefined,0.0,276.0,0.0
NodeBB.csv,server,try-catch,205,282,returnNull,5.0,276.0,1.8115942028985508
NodeBB.csv,server,try-catch,205,282,returnErrorObject,0.0,276.0,0.0
NodeBB.csv,server,try-catch,205,282,rereturn,0.0,276.0,0.0
NodeBB.csv,server,try-catch,205,282,continue,0.0,276.0,0.0
NodeBB.csv,server,try-catch,205,282,break,0.0,276.0,0.0
NodeBB.csv,server,try-catch,205,282,others,163.0,276.0,59.05797101449275
OS.js.csv,client,try-catch,264,256,empty,73.0,277.0,26.353790613718413
OS.js.csv,client,try-catch,264,256,noUsageOfErrorArg,11.0,277.0,3.9711191335740073
OS.js.csv,client,try-catch,264,256,consoleLog,0.0,277.0,0.0
OS.js.csv,client,try-catch,264,256,reassigningError,0.0,277.0,0.0
OS.js.csv,client,try-catch,264,256,alert,0.0,277.0,0.0
OS.js.csv,client,try-catch,264,256,throwLiteral,0.0,277.0,0.0
OS.js.csv,client,try-catch,264,256,throwUndefined,0.0,277.0,0.0
OS.js.csv,client,try-catch,264,256,throwNull,0.0,277.0,0.0
OS.js.csv,client,try-catch,264,256,throwErrorObject,0.0,277.0,0.0
OS.js.csv,client,try-catch,264,256,rethrow,0.0,277.0,0.0
OS.js.csv,client,try-catch,264,256,returnLiteral,4.0,277.0,1.444043321299639
OS.js.csv,client,try-catch,264,256,returnUndefined,0.0,277.0,0.0
OS.js.csv,client,try-catch,264,256,returnNull,0.0,277.0,0.0
OS.js.csv,client,try-catch,264,256,returnErrorObject,0.0,277.0,0.0
OS.js.csv,client,try-catch,264,256,rereturn,0.0,277.0,0.0
OS.js.csv,client,try-catch,264,256,continue,0.0,277.0,0.0
OS.js.csv,client,try-catch,264,256,break,0.0,277.0,0.0
OS.js.csv,client,try-catch,264,256,others,189.0,277.0,68.23104693140795
PapaParse.csv,server,try-catch,15,24,empty,0.0,18.0,0.0
PapaParse.csv,server,try-catch,15,24,noUsageOfErrorArg,0.0,18.0,0.0
PapaParse.csv,server,try-catch,15,24,consoleLog,0.0,18.0,0.0
PapaParse.csv,server,try-catch,15,24,reassigningError,0.0,18.0,0.0
PapaParse.csv,server,try-catch,15,24,alert,0.0,18.0,0.0
PapaParse.csv,server,try-catch,15,24,throwLiteral,0.0,18.0,0.0
PapaParse.csv,server,try-catch,15,24,throwUndefined,0.0,18.0,0.0
PapaParse.csv,server,try-catch,15,24,throwNull,0.0,18.0,0.0
PapaParse.csv,server,try-catch,15,24,throwErrorObject,0.0,18.0,0.0
PapaParse.csv,server,try-catch,15,24,rethrow,3.0,18.0,16.666666666666668
PapaParse.csv,server,try-catch,15,24,returnLiteral,0.0,18.0,0.0
PapaParse.csv,server,try-catch,15,24,returnUndefined,0.0,18.0,0.0
PapaParse.csv,server,try-catch,15,24,returnNull,0.0,18.0,0.0
PapaParse.csv,server,try-catch,15,24,returnErrorObject,0.0,18.0,0.0
PapaParse.csv,server,try-catch,15,24,rereturn,0.0,18.0,0.0
PapaParse.csv,server,try-catch,15,24,continue,0.0,18.0,0.0
PapaParse.csv,server,try-catch,15,24,break,0.0,18.0,0.0
PapaParse.csv,server,try-catch,15,24,others,15.0,18.0,83.33333333333333
Rocket.Chat.csv,client,try-catch,286,653,empty,12.0,423.0,2.8368794326241136
Rocket.Chat.csv,client,try-catch,286,653,noUsageOfErrorArg,90.0,423.0,21.27659574468085
Rocket.Chat.csv,client,try-catch,286,653,consoleLog,28.0,423.0,6.619385342789598
Rocket.Chat.csv,client,try-catch,286,653,reassigningError,2.0,423.0,0.4728132387706856
Rocket.Chat.csv,client,try-catch,286,653,alert,0.0,423.0,0.0
Rocket.Chat.csv,client,try-catch,286,653,throwLiteral,0.0,423.0,0.0
Rocket.Chat.csv,client,try-catch,286,653,throwUndefined,0.0,423.0,0.0
Rocket.Chat.csv,client,try-catch,286,653,throwNull,0.0,423.0,0.0
Rocket.Chat.csv,client,try-catch,286,653,throwErrorObject,19.0,423.0,4.491725768321513
Rocket.Chat.csv,client,try-catch,286,653,rethrow,25.0,423.0,5.91016548463357
Rocket.Chat.csv,client,try-catch,286,653,returnLiteral,8.0,423.0,1.8912529550827424
Rocket.Chat.csv,client,try-catch,286,653,returnUndefined,1.0,423.0,0.2364066193853428
Rocket.Chat.csv,client,try-catch,286,653,returnNull,2.0,423.0,0.4728132387706856
Rocket.Chat.csv,client,try-catch,286,653,returnErrorObject,0.0,423.0,0.0
Rocket.Chat.csv,client,try-catch,286,653,rereturn,0.0,423.0,0.0
Rocket.Chat.csv,client,try-catch,286,653,continue,1.0,423.0,0.2364066193853428
Rocket.Chat.csv,client,try-catch,286,653,break,1.0,423.0,0.2364066193853428
Rocket.Chat.csv,client,try-catch,286,653,others,234.0,423.0,55.319148936170215
RxJS.csv,server,try-catch,35,78,empty,1.0,51.0,1.9607843137254901
RxJS.csv,server,try-catch,35,78,noUsageOfErrorArg,2.0,51.0,3.9215686274509802
RxJS.csv,server,try-catch,35,78,consoleLog,9.0,51.0,17.647058823529413
RxJS.csv,server,try-catch,35,78,reassigningError,0.0,51.0,0.0
RxJS.csv,server,try-catch,35,78,alert,0.0,51.0,0.0
RxJS.csv,server,try-catch,35,78,throwLiteral,0.0,51.0,0.0
RxJS.csv,server,try-catch,35,78,throwUndefined,0.0,51.0,0.0
RxJS.csv,server,try-catch,35,78,throwNull,0.0,51.0,0.0
RxJS.csv,server,try-catch,35,78,throwErrorObject,7.0,51.0,13.72549019607843
RxJS.csv,server,try-catch,35,78,rethrow,12.0,51.0,23.529411764705884
RxJS.csv,server,try-catch,35,78,returnLiteral,2.0,51.0,3.9215686274509802
RxJS.csv,server,try-catch,35,78,returnUndefined,0.0,51.0,0.0
RxJS.csv,server,try-catch,35,78,returnNull,0.0,51.0,0.0
RxJS.csv,server,try-catch,35,78,returnErrorObject,0.0,51.0,0.0
RxJS.csv,server,try-catch,35,78,rereturn,0.0,51.0,0.0
RxJS.csv,server,try-catch,35,78,continue,0.0,51.0,0.0
RxJS.csv,server,try-catch,35,78,break,0.0,51.0,0.0
RxJS.csv,server,try-catch,35,78,others,18.0,51.0,35.294117647058826
Semantic-UI.csv,client,try-catch,71,53,empty,28.0,85.0,32.94117647058823
Semantic-UI.csv,client,try-catch,71,53,noUsageOfErrorArg,9.0,85.0,10.588235294117647
Semantic-UI.csv,client,try-catch,71,53,consoleLog,1.0,85.0,1.1764705882352942
Semantic-UI.csv,client,try-catch,71,53,reassigningError,17.0,85.0,20.0
Semantic-UI.csv,client,try-catch,71,53,alert,0.0,85.0,0.0
Semantic-UI.csv,client,try-catch,71,53,throwLiteral,0.0,85.0,0.0
Semantic-UI.csv,client,try-catch,71,53,throwUndefined,0.0,85.0,0.0
Semantic-UI.csv,client,try-catch,71,53,throwNull,0.0,85.0,0.0
Semantic-UI.csv,client,try-catch,71,53,throwErrorObject,0.0,85.0,0.0
Semantic-UI.csv,client,try-catch,71,53,rethrow,5.0,85.0,5.882352941176471
Semantic-UI.csv,client,try-catch,71,53,returnLiteral,9.0,85.0,10.588235294117647
Semantic-UI.csv,client,try-catch,71,53,returnUndefined,0.0,85.0,0.0
Semantic-UI.csv,client,try-catch,71,53,returnNull,0.0,85.0,0.0
Semantic-UI.csv,client,try-catch,71,53,returnErrorObject,0.0,85.0,0.0
Semantic-UI.csv,client,try-catch,71,53,rereturn,0.0,85.0,0.0
Semantic-UI.csv,client,try-catch,71,53,continue,0.0,85.0,0.0
Semantic-UI.csv,client,try-catch,71,53,break,0.0,85.0,0.0
Semantic-UI.csv,client,try-catch,71,53,others,16.0,85.0,18.823529411764707
UglifyJS2.csv,server,try-catch,129,286,empty,7.0,221.0,3.167420814479638
UglifyJS2.csv,server,try-catch,129,286,noUsageOfErrorArg,50.0,221.0,22.624434389140273
UglifyJS2.csv,server,try-catch,129,286,consoleLog,45.0,221.0,20.361990950226243
UglifyJS2.csv,server,try-catch,129,286,reassigningError,0.0,221.0,0.0
UglifyJS2.csv,server,try-catch,129,286,alert,0.0,221.0,0.0
UglifyJS2.csv,server,try-catch,129,286,throwLiteral,8.0,221.0,3.6199095022624435
UglifyJS2.csv,server,try-catch,129,286,throwUndefined,0.0,221.0,0.0
UglifyJS2.csv,server,try-catch,129,286,throwNull,0.0,221.0,0.0
