Unnamed: 0,mech,lines,stmts,has_error_arguments,empty,noUsageOfErrorArg,consoleLog,reassigningError,alert,throwLiteral,throwUndefined,throwNull,throwErrorObject,rethrow,returnLiteral,returnUndefined,returnNull,returnErrorObject,rereturn,continue,break,file,repo,count,type
30796,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.1.js,brackets.csv,1,client
30797,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.1.js,brackets.csv,1,client
30800,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.1.js,brackets.csv,1,client
30801,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.1.js,brackets.csv,1,client
30805,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.1.js,brackets.csv,1,client
30810,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.1.js,brackets.csv,1,client
30811,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.1.js,brackets.csv,1,client
30812,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.1.js,brackets.csv,1,client
30814,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.1.js,brackets.csv,1,client
30815,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.1.js,brackets.csv,1,client
30817,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.1.js,brackets.csv,1,client
30818,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.1.js,brackets.csv,1,client
30819,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.1.js,brackets.csv,1,client
30820,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.1.js,brackets.csv,1,client
30821,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.1.js,brackets.csv,1,client
30823,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.1.js,brackets.csv,1,client
30824,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.1.js,brackets.csv,1,client
30826,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.1.js,brackets.csv,1,client
30830,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.1.js,brackets.csv,1,client
30831,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.1.js,brackets.csv,1,client
30832,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.1.js,brackets.csv,1,client
30835,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.1.js,brackets.csv,1,client
30840,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.1.js,brackets.csv,1,client
30844,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30849,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30850,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30852,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30853,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30855,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30856,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30857,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30861,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30862,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30863,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30865,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30867,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30868,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30872,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30877,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30878,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30879,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30881,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30882,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30884,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30885,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30886,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30887,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30888,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30890,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30891,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30892,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30893,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30894,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30898,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30899,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30900,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30902,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30904,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30906,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30909,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30911,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.2.js,brackets.csv,1,client
30915,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.js,brackets.csv,1,client
30920,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.js,brackets.csv,1,client
30921,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.js,brackets.csv,1,client
30923,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.js,brackets.csv,1,client
30924,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.js,brackets.csv,1,client
30926,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.js,brackets.csv,1,client
30928,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.js,brackets.csv,1,client
30932,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.js,brackets.csv,1,client
30933,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.js,brackets.csv,1,client
30934,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.js,brackets.csv,1,client
30937,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.js,brackets.csv,1,client
30938,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.js,brackets.csv,1,client
30942,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.js,brackets.csv,1,client
30947,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.js,brackets.csv,1,client
30948,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.js,brackets.csv,1,client
30949,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.js,brackets.csv,1,client
30951,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.js,brackets.csv,1,client
30952,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.js,brackets.csv,1,client
30954,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.js,brackets.csv,1,client
30955,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.js,brackets.csv,1,client
30956,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.js,brackets.csv,1,client
30957,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.js,brackets.csv,1,client
30958,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.js,brackets.csv,1,client
30960,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.js,brackets.csv,1,client
30961,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.js,brackets.csv,1,client
30963,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.js,brackets.csv,1,client
30967,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.js,brackets.csv,1,client
30968,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.js,brackets.csv,1,client
30969,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.js,brackets.csv,1,client
30972,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.js,brackets.csv,1,client
30977,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/tests/jquery-1.7.js,brackets.csv,1,client
31011,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/ui/jquery.ui.datepicker.js,brackets.csv,1,client
31016,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/ui/jquery.ui.datepicker.js,brackets.csv,1,client
31017,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/ui/jquery.ui.datepicker.js,brackets.csv,1,client
31021,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/ui/jquery.ui.tabs.js,brackets.csv,1,client
31022,try-catch,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/brackets/src/extensions/default/JavaScriptQuickEdit/unittest-files/jquery-ui/ui/jquery.ui.tabs.js,brackets.csv,1,client
