repo,type,mech,strategy,count
closure-compiler.csv,server,callback,"throwErrorObject,rethrow",2
closure-compiler.csv,server,promise,"noUsageOfErrorArg,returnLiteral",1
closure-compiler.csv,server,promise,"noUsageOfErrorArg,throwLiteral",1
closure-compiler.csv,server,promise,others,3
closure-compiler.csv,server,try-catch,empty,6
closure-compiler.csv,server,try-catch,noUsageOfErrorArg,12
closure-compiler.csv,server,try-catch,"noUsageOfErrorArg,returnLiteral",15
closure-compiler.csv,server,try-catch,"noUsageOfErrorArg,throwLiteral",8
closure-compiler.csv,server,try-catch,others,40
closure-compiler.csv,server,try-catch,throwLiteral,2
closure-library.csv,client,async-await,others,1
closure-library.csv,client,callback,alert,1
closure-library.csv,client,callback,break,27
closure-library.csv,client,callback,continue,3
closure-library.csv,client,callback,noUsageOfErrorArg,230
closure-library.csv,client,callback,"noUsageOfErrorArg,alert,break",1
closure-library.csv,client,callback,"noUsageOfErrorArg,reassigningError",3
closure-library.csv,client,callback,"noUsageOfErrorArg,reassigningError,returnLiteral",1
closure-library.csv,client,callback,"noUsageOfErrorArg,reassigningError,throwErrorObject,returnLiteral",1
closure-library.csv,client,callback,"noUsageOfErrorArg,returnLiteral",13
closure-library.csv,client,callback,"noUsageOfErrorArg,returnLiteral,break",1
closure-library.csv,client,callback,"noUsageOfErrorArg,returnNull",1
closure-library.csv,client,callback,"noUsageOfErrorArg,throwErrorObject",3
closure-library.csv,client,callback,others,801
closure-library.csv,client,callback,reassigningError,63
closure-library.csv,client,callback,"reassigningError,returnLiteral",1
closure-library.csv,client,callback,rethrow,11
closure-library.csv,client,callback,returnLiteral,45
closure-library.csv,client,callback,"returnLiteral,break",6
closure-library.csv,client,callback,"returnLiteral,continue,break",1
closure-library.csv,client,callback,returnNull,12
closure-library.csv,client,callback,"returnNull,break",3
closure-library.csv,client,callback,throwErrorObject,4
closure-library.csv,client,callback,"throwErrorObject,break",1
closure-library.csv,client,callback,"throwErrorObject,rethrow",3
closure-library.csv,client,try-catch,continue,3
closure-library.csv,client,try-catch,empty,93
closure-library.csv,client,try-catch,noUsageOfErrorArg,60
closure-library.csv,client,try-catch,"noUsageOfErrorArg,alert",1
closure-library.csv,client,try-catch,"noUsageOfErrorArg,break",5
closure-library.csv,client,try-catch,"noUsageOfErrorArg,continue",1
closure-library.csv,client,try-catch,"noUsageOfErrorArg,reassigningError",3
closure-library.csv,client,try-catch,"noUsageOfErrorArg,returnLiteral",35
closure-library.csv,client,try-catch,"noUsageOfErrorArg,returnNull",12
closure-library.csv,client,try-catch,"noUsageOfErrorArg,returnUndefined",1
closure-library.csv,client,try-catch,others,315
closure-library.csv,client,try-catch,reassigningError,22
closure-library.csv,client,try-catch,"reassigningError,rethrow",2
closure-library.csv,client,try-catch,rethrow,37
closure-library.csv,client,try-catch,"rethrow,break",1
closure-library.csv,client,try-catch,"rethrow,returnLiteral",2
closure-library.csv,client,try-catch,returnLiteral,19
closure-library.csv,client,try-catch,returnNull,17
clumsy-bird.csv,client,callback,others,37
clumsy-bird.csv,client,callback,reassigningError,6
clumsy-bird.csv,client,callback,"reassigningError,break",1
clumsy-bird.csv,client,try-catch,empty,4
clumsy-bird.csv,client,try-catch,noUsageOfErrorArg,20
clumsy-bird.csv,client,try-catch,"noUsageOfErrorArg,throwErrorObject",2
clumsy-bird.csv,client,try-catch,others,8
co.csv,server,callback,others,8
co.csv,server,callback,rethrow,1
co.csv,server,callback,returnNull,1
co.csv,server,promise,others,5
co.csv,server,try-catch,others,37
co.csv,server,try-catch,reassigningError,8
create-react-app.csv,client,callback,break,1
create-react-app.csv,client,callback,consoleLog,5
create-react-app.csv,client,callback,"consoleLog,reassigningError",1
create-react-app.csv,client,callback,"consoleLog,throwErrorObject",1
create-react-app.csv,client,callback,noUsageOfErrorArg,1
create-react-app.csv,client,callback,others,7
create-react-app.csv,client,callback,reassigningError,1
create-react-app.csv,client,callback,"throwErrorObject,rethrow",1
create-react-app.csv,client,event,others,1
create-react-app.csv,client,event,rethrow,5
create-react-app.csv,client,promise,consoleLog,2
create-react-app.csv,client,promise,noUsageOfErrorArg,2
create-react-app.csv,client,promise,"noUsageOfErrorArg,consoleLog",1
create-react-app.csv,client,promise,others,2
create-react-app.csv,client,try-catch,consoleLog,1
create-react-app.csv,client,try-catch,empty,7
create-react-app.csv,client,try-catch,noUsageOfErrorArg,1
create-react-app.csv,client,try-catch,"noUsageOfErrorArg,consoleLog",1
create-react-app.csv,client,try-catch,"noUsageOfErrorArg,consoleLog,returnLiteral",1
create-react-app.csv,client,try-catch,"noUsageOfErrorArg,returnLiteral",5
create-react-app.csv,client,try-catch,"noUsageOfErrorArg,returnNull",2
create-react-app.csv,client,try-catch,rethrow,1
d3.csv,client,callback,others,3
democracyos.csv,client,callback,consoleLog,5
democracyos.csv,client,callback,"consoleLog,break",1
democracyos.csv,client,callback,noUsageOfErrorArg,2
democracyos.csv,client,callback,"noUsageOfErrorArg,consoleLog",2
democracyos.csv,client,callback,others,247
democracyos.csv,client,callback,reassigningError,6
democracyos.csv,client,callback,rethrow,1
democracyos.csv,client,callback,throwErrorObject,1
democracyos.csv,client,promise,consoleLog,12
democracyos.csv,client,promise,"consoleLog,throwErrorObject",1
democracyos.csv,client,promise,noUsageOfErrorArg,5
democracyos.csv,client,promise,others,24
democracyos.csv,client,promise,rethrow,9
democracyos.csv,client,promise,throwErrorObject,1
democracyos.csv,client,try-catch,noUsageOfErrorArg,3
democracyos.csv,client,try-catch,others,3
docco.csv,server,callback,others,2
docco.csv,server,callback,rethrow,1
docsify.csv,server,callback,others,11
docsify.csv,server,callback,reassigningError,2
docsify.csv,server,promise,others,2
docsify.csv,server,try-catch,empty,1
docsify.csv,server,try-catch,noUsageOfErrorArg,7
docsify.csv,server,try-catch,others,4
docsify.csv,server,try-catch,reassigningError,5
docsify.csv,server,try-catch,rethrow,4
docsify.csv,server,try-catch,throwErrorObject,1
dragula.csv,client,callback,others,18
dragula.csv,client,try-catch,empty,4
dropzone.csv,client,callback,break,4
dropzone.csv,client,callback,noUsageOfErrorArg,14
dropzone.csv,client,callback,others,34
dropzone.csv,client,callback,reassigningError,2
dropzone.csv,client,try-catch,empty,10
dropzone.csv,client,try-catch,noUsageOfErrorArg,8
dropzone.csv,client,try-catch,reassigningError,5
drywall.csv,server,callback,consoleLog,3
drywall.csv,server,callback,noUsageOfErrorArg,2
drywall.csv,server,callback,others,222
drywall.csv,server,event,others,1
echarts.csv,client,callback,break,10
echarts.csv,client,callback,noUsageOfErrorArg,33
echarts.csv,client,callback,others,372
echarts.csv,client,callback,reassigningError,15
echarts.csv,client,callback,"reassigningError,returnLiteral",1
echarts.csv,client,callback,rethrow,1
echarts.csv,client,callback,returnLiteral,6
echarts.csv,client,callback,throwErrorObject,1
echarts.csv,client,callback,"throwErrorObject,rethrow",1
echarts.csv,client,promise,others,1
echarts.csv,client,promise,reassigningError,1
echarts.csv,client,promise,throwErrorObject,1
echarts.csv,client,try-catch,empty,67
echarts.csv,client,try-catch,noUsageOfErrorArg,10
echarts.csv,client,try-catch,"noUsageOfErrorArg,consoleLog",2
echarts.csv,client,try-catch,"noUsageOfErrorArg,returnLiteral",3
echarts.csv,client,try-catch,others,29
echarts.csv,client,try-catch,reassigningError,6
echarts.csv,client,try-catch,rethrow,12
echarts.csv,client,try-catch,"throwErrorObject,rethrow",16
electron.csv,server,callback,consoleLog,4
electron.csv,server,callback,noUsageOfErrorArg,34
electron.csv,server,callback,others,264
electron.csv,server,callback,reassigningError,2
electron.csv,server,callback,rethrow,7
electron.csv,server,callback,returnLiteral,2
electron.csv,server,event,noUsageOfErrorArg,12
electron.csv,server,event,others,29
electron.csv,server,event,"throwErrorObject,rethrow",1
electron.csv,server,promise,consoleLog,5
electron.csv,server,promise,noUsageOfErrorArg,1
electron.csv,server,promise,others,10
electron.csv,server,promise,reassigningError,1
electron.csv,server,try-catch,consoleLog,1
electron.csv,server,try-catch,empty,21
electron.csv,server,try-catch,noUsageOfErrorArg,20
electron.csv,server,try-catch,"noUsageOfErrorArg,returnLiteral",2
electron.csv,server,try-catch,"noUsageOfErrorArg,returnNull",1
electron.csv,server,try-catch,others,44
electron.csv,server,try-catch,reassigningError,2
electron.csv,server,try-catch,rethrow,6
engine.csv,client,callback,noUsageOfErrorArg,6
engine.csv,client,callback,others,63
engine.csv,client,callback,reassigningError,1
engine.csv,client,callback,returnNull,1
engine.csv,client,event,others,6
engine.csv,client,try-catch,empty,2
engine.csv,client,try-catch,noUsageOfErrorArg,2
engine.csv,client,try-catch,"noUsageOfErrorArg,returnNull",2
engine.csv,client,try-catch,others,4
eslint-plugin-react.csv,client,callback,others,3
eslint-plugin-react.csv,client,try-catch,noUsageOfErrorArg,4
eslint.csv,server,callback,noUsageOfErrorArg,1
eslint.csv,server,callback,others,34
eslint.csv,server,callback,reassigningError,2
eslint.csv,server,callback,rethrow,1
eslint.csv,server,callback,returnLiteral,2
eslint.csv,server,event,others,1
eslint.csv,server,try-catch,continue,1
eslint.csv,server,try-catch,empty,38
eslint.csv,server,try-catch,noUsageOfErrorArg,33
eslint.csv,server,try-catch,"noUsageOfErrorArg,returnLiteral",12
eslint.csv,server,try-catch,"noUsageOfErrorArg,returnNull",1
eslint.csv,server,try-catch,others,26
eslint.csv,server,try-catch,reassigningError,6
eslint.csv,server,try-catch,rethrow,56
eslint.csv,server,try-catch,"rethrow,returnLiteral",1
eslint.csv,server,try-catch,returnLiteral,3
eslint.csv,server,try-catch,throwErrorObject,1
express.csv,server,callback,noUsageOfErrorArg,14
express.csv,server,callback,"noUsageOfErrorArg,throwErrorObject",2
express.csv,server,callback,others,126
express.csv,server,callback,reassigningError,1
express.csv,server,callback,"reassigningError,continue",1
express.csv,server,callback,rethrow,2
express.csv,server,try-catch,noUsageOfErrorArg,2
express.csv,server,try-catch,"noUsageOfErrorArg,returnUndefined",2
express.csv,server,try-catch,others,8
express.csv,server,try-catch,reassigningError,4
express.csv,server,try-catch,rethrow,1
expressjs.com.csv,server,callback,break,1
expressjs.com.csv,server,callback,noUsageOfErrorArg,1
expressjs.com.csv,server,callback,"noUsageOfErrorArg,returnLiteral",1
expressjs.com.csv,server,callback,others,19
expressjs.com.csv,server,callback,reassigningError,1
fetch.csv,client,callback,break,1
fetch.csv,client,callback,others,12
fetch.csv,client,promise,others,7
fetch.csv,client,promise,rethrow,1
fetch.csv,client,try-catch,"noUsageOfErrorArg,returnLiteral",3
fingerprintjs2.csv,client,callback,others,11
fingerprintjs2.csv,client,callback,rethrow,1
fingerprintjs2.csv,client,event,consoleLog,1
fingerprintjs2.csv,client,promise,noUsageOfErrorArg,1
fingerprintjs2.csv,client,try-catch,empty,10
fingerprintjs2.csv,client,try-catch,noUsageOfErrorArg,5
fingerprintjs2.csv,client,try-catch,"noUsageOfErrorArg,reassigningError",4
fingerprintjs2.csv,client,try-catch,"noUsageOfErrorArg,returnLiteral",8
fingerprintjs2.csv,client,try-catch,"noUsageOfErrorArg,returnNull",5
fingerprintjs2.csv,client,try-catch,others,12
fingerprintjs2.csv,client,try-catch,reassigningError,10
flowchart.js.csv,server,callback,consoleLog,1
forever.csv,server,callback,noUsageOfErrorArg,8
forever.csv,server,callback,others,36
forever.csv,server,event,noUsageOfErrorArg,4
forever.csv,server,event,others,5
forever.csv,server,try-catch,empty,4
forever.csv,server,try-catch,others,1
framework.csv,client,callback,noUsageOfErrorArg,1
framework.csv,client,callback,others,2
framework.csv,client,promise,noUsageOfErrorArg,2
framework.csv,client,promise,others,4
fullPage.js.csv,client,callback,break,5
fullPage.js.csv,client,callback,noUsageOfErrorArg,3
fullPage.js.csv,client,callback,"noUsageOfErrorArg,reassigningError",1
fullPage.js.csv,client,callback,others,45
fullPage.js.csv,client,callback,"reassigningError,returnLiteral",2
fullPage.js.csv,client,callback,returnLiteral,1
fullPage.js.csv,client,try-catch,noUsageOfErrorArg,1
grunt.csv,server,callback,consoleLog,1
grunt.csv,server,callback,noUsageOfErrorArg,4
grunt.csv,server,callback,others,8
grunt.csv,server,try-catch,"consoleLog,throwErrorObject,rethrow",2
grunt.csv,server,try-catch,"noUsageOfErrorArg,returnLiteral",4
grunt.csv,server,try-catch,others,13
grunt.csv,server,try-catch,rethrow,2
gulp.csv,server,callback,others,3
gulp.csv,server,try-catch,others,4
handlebars.js.csv,server,callback,noUsageOfErrorArg,3
handlebars.js.csv,server,callback,"noUsageOfErrorArg,throwErrorObject",1
handlebars.js.csv,server,callback,others,27
handlebars.js.csv,server,callback,reassigningError,3
handlebars.js.csv,server,callback,rethrow,4
handlebars.js.csv,server,callback,"throwErrorObject,rethrow",9
handlebars.js.csv,server,try-catch,empty,1
handlebars.js.csv,server,try-catch,others,14
handlebars.js.csv,server,try-catch,reassigningError,3
handlebars.js.csv,server,try-catch,rethrow,6
hapi.csv,server,callback,noUsageOfErrorArg,8
hapi.csv,server,callback,"noUsageOfErrorArg,throwErrorObject",1
hapi.csv,server,callback,others,18
hapi.csv,server,callback,rethrow,2
hapi.csv,server,callback,returnLiteral,1
hapi.csv,server,event,noUsageOfErrorArg,1
hapi.csv,server,event,others,5
hapi.csv,server,try-catch,empty,1
hapi.csv,server,try-catch,noUsageOfErrorArg,2
hapi.csv,server,try-catch,others,7
hapi.csv,server,try-catch,reassigningError,3
hapi.csv,server,try-catch,returnLiteral,2
hexo.csv,server,callback,others,58
hexo.csv,server,callback,rethrow,1
hexo.csv,server,event,others,2
hexo.csv,server,promise,noUsageOfErrorArg,2
hexo.csv,server,promise,others,5
hexo.csv,server,promise,rethrow,7
hexo.csv,server,try-catch,noUsageOfErrorArg,1
hexo.csv,server,try-catch,others,77
highcharts-ng.csv,client,try-catch,empty,6
history.js.csv,client,callback,break,29
history.js.csv,client,callback,continue,1
history.js.csv,client,callback,"continue,break",1
history.js.csv,client,callback,noUsageOfErrorArg,140
history.js.csv,client,callback,"noUsageOfErrorArg,returnLiteral",17
history.js.csv,client,callback,others,1262
history.js.csv,client,callback,reassigningError,128
history.js.csv,client,callback,"reassigningError,break",4
history.js.csv,client,callback,"reassigningError,continue",15
history.js.csv,client,callback,"reassigningError,returnLiteral,break",1
history.js.csv,client,callback,"reassigningError,returnNull,continue,break",1
history.js.csv,client,callback,"reassigningError,throwErrorObject",11
history.js.csv,client,callback,"reassigningError,throwErrorObject,continue",1
history.js.csv,client,callback,"reassigningError,throwErrorObject,continue,break",15
history.js.csv,client,callback,"reassigningError,throwErrorObject,returnLiteral",1
history.js.csv,client,callback,"reassigningError,throwErrorObject,returnLiteral,break",1
history.js.csv,client,callback,rethrow,1
history.js.csv,client,callback,returnLiteral,41
history.js.csv,client,callback,returnNull,3
history.js.csv,client,callback,throwErrorObject,45
history.js.csv,client,callback,"throwErrorObject,rethrow",1
history.js.csv,client,event,noUsageOfErrorArg,1
history.js.csv,client,try-catch,empty,339
history.js.csv,client,try-catch,noUsageOfErrorArg,205
history.js.csv,client,try-catch,"noUsageOfErrorArg,break",2
history.js.csv,client,try-catch,"noUsageOfErrorArg,reassigningError",45
history.js.csv,client,try-catch,"noUsageOfErrorArg,returnLiteral",18
history.js.csv,client,try-catch,"noUsageOfErrorArg,returnNull",2
history.js.csv,client,try-catch,others,44
history.js.csv,client,try-catch,reassigningError,7
history.js.csv,client,try-catch,rethrow,95
homebridge.csv,server,try-catch,continue,1
homebridge.csv,server,try-catch,"noUsageOfErrorArg,continue",1
homebridge.csv,server,try-catch,others,2
homebridge.csv,server,try-catch,rethrow,1
homebridge.csv,server,try-catch,"throwErrorObject,rethrow",1
hospitalrun-frontend.csv,client,callback,break,127
hospitalrun-frontend.csv,client,callback,consoleLog,29
hospitalrun-frontend.csv,client,callback,"consoleLog,break",1
hospitalrun-frontend.csv,client,callback,"consoleLog,reassigningError",4
hospitalrun-frontend.csv,client,callback,"consoleLog,reassigningError,break",1
hospitalrun-frontend.csv,client,callback,"consoleLog,reassigningError,throwErrorObject,returnLiteral",1
hospitalrun-frontend.csv,client,callback,"consoleLog,returnLiteral,break",1
hospitalrun-frontend.csv,client,callback,"consoleLog,throwErrorObject,rethrow",1
hospitalrun-frontend.csv,client,callback,continue,16
hospitalrun-frontend.csv,client,callback,noUsageOfErrorArg,465
hospitalrun-frontend.csv,client,callback,"noUsageOfErrorArg,returnNull",2
hospitalrun-frontend.csv,client,callback,"noUsageOfErrorArg,throwErrorObject",19
hospitalrun-frontend.csv,client,callback,"noUsageOfErrorArg,throwErrorObject,break",1
hospitalrun-frontend.csv,client,callback,others,11145
hospitalrun-frontend.csv,client,callback,reassigningError,638
hospitalrun-frontend.csv,client,callback,"reassigningError,break",25
hospitalrun-frontend.csv,client,callback,"reassigningError,continue",3
hospitalrun-frontend.csv,client,callback,"reassigningError,continue,break",2
hospitalrun-frontend.csv,client,callback,"reassigningError,rethrow",2
hospitalrun-frontend.csv,client,callback,"reassigningError,returnLiteral",28
hospitalrun-frontend.csv,client,callback,"reassigningError,returnLiteral,break",7
hospitalrun-frontend.csv,client,callback,"reassigningError,returnLiteral,continue,break",1
hospitalrun-frontend.csv,client,callback,"reassigningError,returnLiteral,returnNull,break",1
hospitalrun-frontend.csv,client,callback,"reassigningError,returnNull",11
hospitalrun-frontend.csv,client,callback,"reassigningError,returnNull,break",1
hospitalrun-frontend.csv,client,callback,"reassigningError,throwErrorObject",36
hospitalrun-frontend.csv,client,callback,"reassigningError,throwErrorObject,break",3
hospitalrun-frontend.csv,client,callback,"reassigningError,throwErrorObject,continue",1
hospitalrun-frontend.csv,client,callback,"reassigningError,throwErrorObject,continue,break",2
hospitalrun-frontend.csv,client,callback,"reassigningError,throwErrorObject,rethrow",9
hospitalrun-frontend.csv,client,callback,"reassigningError,throwErrorObject,rethrow,break",4
hospitalrun-frontend.csv,client,callback,"reassigningError,throwErrorObject,rethrow,returnErrorObject",1
hospitalrun-frontend.csv,client,callback,"reassigningError,throwErrorObject,rethrow,returnLiteral",1
hospitalrun-frontend.csv,client,callback,"reassigningError,throwErrorObject,rethrow,returnLiteral,break",3
hospitalrun-frontend.csv,client,callback,"reassigningError,throwErrorObject,rethrow,returnNull,continue,break",1
hospitalrun-frontend.csv,client,callback,"reassigningError,throwErrorObject,returnErrorObject",1
hospitalrun-frontend.csv,client,callback,"reassigningError,throwErrorObject,returnLiteral,continue,break",1
hospitalrun-frontend.csv,client,callback,"reassigningError,throwErrorObject,returnLiteral,returnNull,break",2
hospitalrun-frontend.csv,client,callback,"reassigningError,throwErrorObject,returnNull,break",6
hospitalrun-frontend.csv,client,callback,"reassigningError,throwLiteral,returnLiteral,break",1
hospitalrun-frontend.csv,client,callback,"reassigningError,throwLiteral,throwErrorObject,rethrow,returnLiteral,returnNull,continue,break",1
hospitalrun-frontend.csv,client,callback,rethrow,55
hospitalrun-frontend.csv,client,callback,"rethrow,returnLiteral",2
hospitalrun-frontend.csv,client,callback,returnErrorObject,1
hospitalrun-frontend.csv,client,callback,returnLiteral,79
hospitalrun-frontend.csv,client,callback,"returnLiteral,break",8
hospitalrun-frontend.csv,client,callback,"returnLiteral,continue",2
hospitalrun-frontend.csv,client,callback,returnNull,40
hospitalrun-frontend.csv,client,callback,"returnNull,break",1
hospitalrun-frontend.csv,client,callback,throwErrorObject,161
hospitalrun-frontend.csv,client,callback,"throwErrorObject,break",15
hospitalrun-frontend.csv,client,callback,"throwErrorObject,continue",3
hospitalrun-frontend.csv,client,callback,"throwErrorObject,continue,break",1
hospitalrun-frontend.csv,client,callback,"throwErrorObject,rethrow",68
hospitalrun-frontend.csv,client,callback,"throwErrorObject,rethrow,break",1
hospitalrun-frontend.csv,client,callback,"throwErrorObject,rethrow,continue",2
hospitalrun-frontend.csv,client,callback,"throwErrorObject,rethrow,returnLiteral,continue,break",3
hospitalrun-frontend.csv,client,callback,"throwErrorObject,returnLiteral",5
hospitalrun-frontend.csv,client,callback,"throwErrorObject,returnNull",2
hospitalrun-frontend.csv,client,callback,throwLiteral,5
hospitalrun-frontend.csv,client,event,consoleLog,1
hospitalrun-frontend.csv,client,event,noUsageOfErrorArg,2
hospitalrun-frontend.csv,client,event,others,7
hospitalrun-frontend.csv,client,promise,consoleLog,8
hospitalrun-frontend.csv,client,promise,"consoleLog,rethrow",1
hospitalrun-frontend.csv,client,promise,noUsageOfErrorArg,57
hospitalrun-frontend.csv,client,promise,"noUsageOfErrorArg,returnLiteral",4
hospitalrun-frontend.csv,client,promise,others,62
hospitalrun-frontend.csv,client,promise,reassigningError,3
hospitalrun-frontend.csv,client,promise,rethrow,35
hospitalrun-frontend.csv,client,promise,"rethrow,returnLiteral",2
hospitalrun-frontend.csv,client,promise,returnLiteral,2
hospitalrun-frontend.csv,client,try-catch,consoleLog,3
hospitalrun-frontend.csv,client,try-catch,empty,254
hospitalrun-frontend.csv,client,try-catch,noUsageOfErrorArg,283
hospitalrun-frontend.csv,client,try-catch,"noUsageOfErrorArg,continue",2
hospitalrun-frontend.csv,client,try-catch,"noUsageOfErrorArg,reassigningError",3
hospitalrun-frontend.csv,client,try-catch,"noUsageOfErrorArg,returnLiteral",41
hospitalrun-frontend.csv,client,try-catch,"noUsageOfErrorArg,throwErrorObject",11
hospitalrun-frontend.csv,client,try-catch,others,581
hospitalrun-frontend.csv,client,try-catch,rethrow,33
howler.js.csv,client,callback,others,2
howler.js.csv,client,promise,noUsageOfErrorArg,2
howler.js.csv,client,try-catch,empty,8
howler.js.csv,client,try-catch,noUsageOfErrorArg,16
howler.js.csv,client,try-catch,others,6
http-server.csv,server,callback,noUsageOfErrorArg,7
http-server.csv,server,callback,others,4
http-server.csv,server,try-catch,noUsageOfErrorArg,1
iD.csv,server,callback,break,1
iD.csv,server,callback,consoleLog,4
iD.csv,server,callback,continue,2
iD.csv,server,callback,noUsageOfErrorArg,26
iD.csv,server,callback,others,95
iD.csv,server,callback,reassigningError,5
iD.csv,server,callback,returnLiteral,2
iD.csv,server,callback,returnNull,1
iD.csv,server,event,noUsageOfErrorArg,8
iD.csv,server,event,others,1
iD.csv,server,promise,others,5
iD.csv,server,try-catch,empty,13
iD.csv,server,try-catch,noUsageOfErrorArg,19
iD.csv,server,try-catch,others,10
immutable-js.csv,server,callback,others,6
immutable-js.csv,server,callback,"throwErrorObject,rethrow",1
immutable-js.csv,server,promise,consoleLog,1
immutable-js.csv,server,try-catch,empty,3
immutable-js.csv,server,try-catch,noUsageOfErrorArg,2
immutable-js.csv,server,try-catch,"noUsageOfErrorArg,returnLiteral",1
immutable-js.csv,server,try-catch,others,3
immutable-js.csv,server,try-catch,reassigningError,4
impress.js.csv,client,callback,others,10
impress.js.csv,client,callback,"reassigningError,returnLiteral",2
impress.js.csv,client,try-catch,noUsageOfErrorArg,2
impress.js.csv,client,try-catch,rethrow,12
intro.js.csv,client,callback,break,1
intro.js.csv,client,callback,noUsageOfErrorArg,1
intro.js.csv,client,callback,others,26
intro.js.csv,client,callback,reassigningError,4
intro.js.csv,client,callback,"reassigningError,returnLiteral",1
intro.js.csv,client,try-catch,empty,28
intro.js.csv,client,try-catch,noUsageOfErrorArg,15
intro.js.csv,client,try-catch,"noUsageOfErrorArg,returnLiteral",5
intro.js.csv,client,try-catch,others,2
intro.js.csv,client,try-catch,rethrow,2
jQuery-File-Upload.csv,client,callback,break,2
jQuery-File-Upload.csv,client,callback,noUsageOfErrorArg,21
jQuery-File-Upload.csv,client,callback,"noUsageOfErrorArg,returnLiteral",5
jQuery-File-Upload.csv,client,callback,others,27
jQuery-File-Upload.csv,client,callback,reassigningError,2
jQuery-File-Upload.csv,client,callback,"reassigningError,returnLiteral",2
jQuery-File-Upload.csv,client,callback,returnLiteral,18
jQuery-File-Upload.csv,client,try-catch,empty,13
jQuery-File-Upload.csv,client,try-catch,noUsageOfErrorArg,5
javascript-state-machine.csv,server,callback,noUsageOfErrorArg,9
javascript-state-machine.csv,server,callback,others,1
javascripting.csv,server,callback,others,4
johnny-five.csv,server,callback,noUsageOfErrorArg,2
johnny-five.csv,server,callback,"noUsageOfErrorArg,consoleLog",3
johnny-five.csv,server,callback,others,11
johnny-five.csv,server,event,others,1
johnny-five.csv,server,try-catch,noUsageOfErrorArg,2
johnny-five.csv,server,try-catch,others,6
joi.csv,client,callback,break,2
joi.csv,client,callback,others,26
joi.csv,client,callback,returnErrorObject,1
joi.csv,client,callback,returnNull,1
joi.csv,client,promise,"noUsageOfErrorArg,throwErrorObject",2
joi.csv,client,promise,others,2
joi.csv,client,try-catch,empty,5
joi.csv,client,try-catch,"noUsageOfErrorArg,reassigningError",27
joi.csv,client,try-catch,others,3
joi.csv,client,try-catch,reassigningError,1
joi.csv,client,try-catch,rethrow,10
jquery-modal.csv,client,callback,others,1
jquery-modal.csv,client,try-catch,others,2
jquery-modal.csv,client,try-catch,rethrow,2
jsdoc.csv,client,callback,break,2
jsdoc.csv,client,callback,consoleLog,2
jsdoc.csv,client,callback,continue,1
jsdoc.csv,client,callback,"continue,break",1
jsdoc.csv,client,callback,others,35
jsdoc.csv,client,callback,reassigningError,2
jsdoc.csv,client,callback,rethrow,1
jsdoc.csv,client,callback,returnLiteral,1
jsdoc.csv,client,callback,returnNull,1
jsdoc.csv,client,try-catch,consoleLog,2
jsdoc.csv,client,try-catch,empty,3
jsdoc.csv,client,try-catch,noUsageOfErrorArg,8
jsdoc.csv,client,try-catch,"noUsageOfErrorArg,returnLiteral",2
jsdoc.csv,client,try-catch,"noUsageOfErrorArg,returnNull",4
jsdoc.csv,client,try-catch,others,17
jsdoc.csv,client,try-catch,reassigningError,4
jsdoc.csv,client,try-catch,rethrow,3
jsdoc.csv,client,try-catch,"throwErrorObject,rethrow",1
jsdoc.csv,server,callback,break,2
jsdoc.csv,server,callback,consoleLog,2
jsdoc.csv,server,callback,continue,1
jsdoc.csv,server,callback,"continue,break",1
jsdoc.csv,server,callback,others,35
jsdoc.csv,server,callback,reassigningError,2
jsdoc.csv,server,callback,rethrow,1
jsdoc.csv,server,callback,returnLiteral,1
jsdoc.csv,server,callback,returnNull,1
jsdoc.csv,server,try-catch,consoleLog,2
jsdoc.csv,server,try-catch,empty,3
jsdoc.csv,server,try-catch,noUsageOfErrorArg,8
jsdoc.csv,server,try-catch,"noUsageOfErrorArg,returnLiteral",2
jsdoc.csv,server,try-catch,"noUsageOfErrorArg,returnNull",4
jsdoc.csv,server,try-catch,others,17
jsdoc.csv,server,try-catch,reassigningError,4
jsdoc.csv,server,try-catch,rethrow,3
jsdoc.csv,server,try-catch,"throwErrorObject,rethrow",1
jsdom.csv,server,callback,break,1
jsdom.csv,server,callback,others,30
jsdom.csv,server,callback,reassigningError,2
jsdom.csv,server,callback,"reassigningError,returnNull",1
jsdom.csv,server,callback,rethrow,2
jsdom.csv,server,callback,returnLiteral,2
jsdom.csv,server,callback,returnNull,1
jsdom.csv,server,event,noUsageOfErrorArg,3
jsdom.csv,server,event,others,15
jsdom.csv,server,promise,consoleLog,1
jsdom.csv,server,promise,others,3
jsdom.csv,server,promise,returnNull,1
jsdom.csv,server,try-catch,empty,28
jsdom.csv,server,try-catch,noUsageOfErrorArg,27
jsdom.csv,server,try-catch,"noUsageOfErrorArg,returnLiteral",7
jsdom.csv,server,try-catch,"noUsageOfErrorArg,returnNull",2
jsdom.csv,server,try-catch,others,367
jsdom.csv,server,try-catch,reassigningError,2
jsdom.csv,server,try-catch,rethrow,5
jsdom.csv,server,try-catch,returnNull,2
koa.csv,server,callback,others,4
koa.csv,server,callback,reassigningError,1
koa.csv,server,event,others,5
koa.csv,server,event,rethrow,1
koa.csv,server,promise,noUsageOfErrorArg,1
koa.csv,server,try-catch,noUsageOfErrorArg,1
koa.csv,server,try-catch,"noUsageOfErrorArg,returnLiteral",1
koa.csv,server,try-catch,others,36
kue.csv,server,callback,"consoleLog,rethrow",2
