,err,hypothesis_test,kurtosis_client,kurtosis_server,max_client,max_server,mean_client,mean_server,metric,min_client,min_server,nobs_client,nobs_server,p_value,skewness_client,skewness_server,statistic,variance_client,variance_server
207,All numbers are identical in mannwhitneyu,,,,,,,,eventsNumberOfHandlersThrowsLiteral,,,,,,,,,,
208,,ttest_ind,,,,,,,eventsNumberOfHandlersThrowsErrorObject,,,,,0.21040237583353924,,,-1.2567074883374252,,
209,,ttest_ind,,,,,,,eventsNumberOfHandlersThatThrows,,,,,0.4388183262792579,,,-0.7758226413736836,,
210,All numbers are identical in mannwhitneyu,,,,,,,,eventsNumberOfHandlersThatThrowsLiteral,,,,,,,,,,
211,All numbers are identical in mannwhitneyu,,,,,,,,eventsNumberOfHandlersThatThrowsLiteralOnly,,,,,,,,,,
212,All numbers are identical in mannwhitneyu,,,,,,,,eventsNumberOfHandlersThatThrowsUndefined,,,,,,,,,,
213,All numbers are identical in mannwhitneyu,,,,,,,,eventsNumberOfHandlersThatThrowsUndefinedOnly,,,,,,,,,,
214,All numbers are identical in mannwhitneyu,,,,,,,,eventsNumberOfHandlersThatThrowsNull,,,,,,,,,,
215,All numbers are identical in mannwhitneyu,,,,,,,,eventsNumberOfHandlersThatThrowsNullOnly,,,,,,,,,,
216,,ttest_ind,,,,,,,eventsNumberOfHandlersThatThrowsErrorObject,,,,,0.2018159086519909,,,-1.280826299068715,,
217,,ttest_ind,,,,,,,eventsNumberOfHandlersRethrows,,,,,0.6594008105512189,,,-0.44143395811451747,,
218,,ttest_ind,,,,,,,eventsNumberOfHandlersThatRethrows,,,,,0.40430088507792405,,,-0.8358291741648681,,
219,All numbers are identical in mannwhitneyu,,,,,,,,eventsNumberOfThrowPrimitiveTypesOnCatches,,,,,,,,,,
220,,ttest_ind,22.868914308896947,27.296361736172774,0.0008400047913873301,0.005469549921676045,3.320949175252235e-05,0.00021671801576452252,eventsNumberOfHandlersReturns,0.0,0.0,86.0,106.0,0.04390171597379775,4.549790644559683,5.221892332339115,-2.028532616571436,1.5154646207924277e-08,6.908299874596613e-07
221,,mannwhitneyu,,,,,,,eventsNumberOfHandlersReturnsLiteral,,,,,0.18666319827106165,,,4515.0,,
222,All numbers are identical in mannwhitneyu,,,,,,,,eventsNumberOfHandlersReturnsErrorObject,,,,,,,,,,
223,,ttest_ind,22.868914308896947,26.22801816566691,0.0008400047913873301,0.004375639937340836,3.320949175252235e-05,0.00019091825198303176,eventsNumberOfHandlersThatReturns,0.0,0.0,86.0,106.0,0.04965182316218461,4.549790644559683,5.163297467638932,-1.9755653663125952,1.5154646207924277e-08,5.352471994263604e-07
224,,mannwhitneyu,,,,,,,eventsNumberOfHandlersThatReturnsLiteral,,,,,0.18666319827106165,,,4515.0,,
225,All numbers are identical in mannwhitneyu,,,,,,,,eventsNumberOfHandlersThatReturnsUndefined,,,,,,,,,,
226,All numbers are identical in mannwhitneyu,,,,,,,,eventsNumberOfHandlersThatReturnsNull,,,,,,,,,,
227,All numbers are identical in mannwhitneyu,,,,,,,,eventsNumberOfHandlersThatReturnsErrorObject,,,,,,,,,,
228,All numbers are identical in mannwhitneyu,,,,,,,,eventsNumberOfHandlersThatRereturns,,,,,,,,,,
229,All numbers are identical in mannwhitneyu,,,,,,,,eventsNumberOfHandlersContinues,,,,,,,,,,
230,All numbers are identical in mannwhitneyu,,,,,,,,eventsNumberOfHandlersThatContinues,,,,,,,,,,
231,,ttest_ind,,,,,,,eventsNumberOfHandlersBreaks,,,,,0.9645605798922464,,,-0.04449694837037688,,
232,,ttest_ind,,,,,,,eventsNumberOfHandlersThatBreaks,,,,,0.487062657612923,,,-0.6963467964029822,,
233,All numbers are identical in mannwhitneyu,,,,,,,,eventsNumberOfHandlersBreaksOnly,,,,,,,,,,
234,,ttest_ind,37.74080803162317,72.16262677579226,0.0010080057496647961,0.008933598205404207,3.320949175252235e-05,0.00020983807875612497,eventsNumberOfEventUncaughtException,0.0,0.0,86.0,106.0,0.08190094522767291,5.698239481876636,8.118959454512847,-1.7490281978873516,1.6482849595319426e-08,8.628416250365112e-07
235,,ttest_ind,,,,,,,eventsNumberOfEventUncaughtExceptionLines,,,,,0.6609733488690326,,,-0.43925856070961533,,
236,,mannwhitneyu,,,,,,,eventsNumberOfUncaughtExceptionEmpty,,,,,0.18666319827106165,,,4515.0,,
237,,mannwhitneyu,-3.0,50.705359368792664,0.0,0.0007292733228901393,0.0,1.5479858268894467e-05,eventsNumberOfUncaughtExceptionNoUsageOfErrorArgument,0.0,0.0,86.0,106.0,0.02114709927497897,0.0,6.80182591431744,4343.0,0.0,7.03922893549267e-09
238,,ttest_ind,38.02380952380955,30.79823031735679,0.00016800095827746602,0.001276228315057744,3.906999029708512e-06,3.6119669294087096e-05,eventsNumberOfUncaughtExceptionWithUniqueStatement,0.0,0.0,86.0,106.0,0.08262808614877251,6.326437348445769,5.377213031601201,-1.7448486213660743,6.486574682627463e-10,2.875720637244755e-08
239,,ttest_ind,,,,,,,eventsNumberOfUncaughtExceptionWithUniqueConsole,,,,,0.9286114644774632,,,0.08971735262757073,,
240,,mannwhitneyu,-3.0,16.249504950495066,0.0,0.00018231833072253483,0.0,8.599921260496925e-06,eventsNumberOfUncaughtExceptionReturns,0.0,0.0,86.0,106.0,0.021137914633995968,0.0,4.271943931103857,4343.0,0.0,1.5081928775663113e-09
241,,ttest_ind,,,,,,,eventsNumberOfUncaughtExceptionThrows,,,,,0.795499515528814,,,0.25954014533484027,,
242,,ttest_ind,,,,,,,eventsNumberOfEventUnhandledRejection,,,,,0.6115275926031605,,,-0.5087358893280982,,
243,,ttest_ind,,,,,,,eventsTotalOfStringEvents,,,,,0.16619553614664953,,,-1.3898670375742666,,
244,,ttest_ind,22.271920625154067,11.421634800165137,0.0509042903580722,0.01659096809575067,0.0032037392043609797,0.0012057089607216689,eventsTotalOfEventsExceptStringType,0.0,0.0,86.0,106.0,0.008813816732811779,4.1487000300941945,3.282158139341789,2.646546185248324,5.072394836659177e-05,7.90577683253128e-06
245,,ttest_ind,,,,,,,callbacksNumberOfCallbackErrorFunctions,,,,,0.8690872933908522,,,0.1650408463473822,,
246,,ttest_ind,,,,,,,callbacksNumberOfFirstErrorArgFunctions,,,,,0.9912752525742807,,,-0.010949466593756303,,
247,,ttest_ind,,,,,,,callbacksNumberOfEmptyCallbacks,,,,,0.4089479453056578,,,-0.8275776572417997,,
248,,ttest_ind,,,,,,,callbacksNumberOfFunctionsNoUsageOfErrorArgument,,,,,0.7283401200234222,,,0.3479216283455446,,
249,,ttest_ind,,,,,,,callbacksNumberOfFunctionsWithUniqueConsole,,,,,0.6002193485763949,,,0.5249652685453933,,
250,,ttest_ind,,,,,,,callbacksNumberOfFunctionsWithUniqueStatement,,,,,0.8672429761200817,,,0.16738776162346294,,
251,,ttest_ind,,,,,,,callbacksNumberOfFunctionsWithUniqueErrorArg,,,,,0.5285675389016001,,,0.6313545514596083,,
252,,ttest_ind,,,,,,,callbacksNumberOfEmptyFunctionsWithUniqueErrorArg,,,,,0.5145299758825892,,,-0.6530243529352395,,
253,,ttest_ind,12.18306816022199,15.569209620773119,0.024696140866787505,0.008386643213236603,0.0015706136099428222,0.0004884755275962253,callbacksNumberOfFunctionsNoUsageOfErrorArgumentWithUniqueErrorArg,0.0,0.0,86.0,106.0,0.018110775204027763,3.5399002920273457,3.7109247322933583,2.383994359167251,1.9833242640023685e-05,1.6465165633432655e-06
254,,ttest_ind,,,,,,,callbacksNumberOfFunctionsWithUniqueErrorArgWithUniqueConsole,,,,,0.20188140270408475,,,1.2806395094507765,,
255,,ttest_ind,,,,,,,callbacksNumberOfFunctionsWithUniqueErrorArgWithUniqueStatement,,,,,0.28533342481327695,,,1.0714339745602688,,
256,,ttest_ind,,,,,,,callbacksNumberOfLinesOfFunctionsWithUniqueErrorArg,,,,,0.3083735801563459,,,1.0213791104163124,,
257,,mannwhitneyu,,,,,,,callbacksNumberOfHandlersAlertOnly,,,,,0.05858425838135934,,,4452.0,,
258,,ttest_ind,,,,,,,callbacksNumberOfErrorReassigning,,,,,0.3359861375550429,,,0.9645703295247995,,
259,,ttest_ind,,,,,,,callbacksNumberOfHandlersThrows,,,,,0.4847592478165138,,,0.7000389268545716,,
260,,ttest_ind,,,,,,,callbacksNumberOfHandlersThrowsLiteral,,,,,0.44099723282368464,,,0.7721292221136191,,
261,,ttest_ind,,,,,,,callbacksNumberOfHandlersThrowsErrorObject,,,,,0.13884171756377908,,,1.4863587974687869,,
262,,ttest_ind,,,,,,,callbacksNumberOfHandlersThatThrows,,,,,0.7136626762650269,,,0.3674898521179261,,
263,,ttest_ind,,,,,,,callbacksNumberOfHandlersThatThrowsLiteral,,,,,0.5996144175096654,,,0.5259700971508235,,
264,,mannwhitneyu,,,,,,,callbacksNumberOfHandlersThatThrowsLiteralOnly,,,,,0.18666319827106165,,,4515.0,,
265,All numbers are identical in mannwhitneyu,,,,,,,,callbacksNumberOfHandlersThatThrowsUndefined,,,,,,,,,,
266,All numbers are identical in mannwhitneyu,,,,,,,,callbacksNumberOfHandlersThatThrowsUndefinedOnly,,,,,,,,,,
267,All numbers are identical in mannwhitneyu,,,,,,,,callbacksNumberOfHandlersThatThrowsNull,,,,,,,,,,
268,All numbers are identical in mannwhitneyu,,,,,,,,callbacksNumberOfHandlersThatThrowsNullOnly,,,,,,,,,,
269,,ttest_ind,,,,,,,callbacksNumberOfHandlersThatThrowsErrorObject,,,,,0.2089203300814769,,,1.2608183778234803,,
270,,ttest_ind,,,,,,,callbacksNumberOfHandlersRethrows,,,,,0.24458362048666063,,,-1.1672217091752477,,
271,,ttest_ind,,,,,,,callbacksNumberOfHandlersThatRethrows,,,,,0.31364832442559093,,,-1.0102751520845328,,
272,,ttest_ind,,,,,,,callbacksNumberOfHandlersReturns,,,,,0.19201761771453452,,,1.3092889797134113,,
273,,ttest_ind,18.563620393490126,36.059291961436166,0.07929645230696396,0.03044716123066332,0.004088674484589958,0.0011093898426041036,callbacksNumberOfHandlersReturnsLiteral,0.0,0.0,86.0,106.0,0.02051470930959774,4.2004699660231335,5.511214436935664,2.3363661852621145,0.00015532847875323057,1.3962129909056454e-05
274,,ttest_ind,,,,,,,callbacksNumberOfHandlersReturnsErrorObject,,,,,0.7985353453491402,,,0.2556244075896059,,
275,,ttest_ind,,,,,,,callbacksNumberOfHandlersThatReturns,,,,,0.34646913136643787,,,0.9438025700913842,,
276,,ttest_ind,11.178857125735293,52.36964884178224,0.028560162907169225,0.02333674633248446,0.002066802486715803,0.0006983136063523504,callbacksNumberOfHandlersThatReturnsLiteral,0.0,0.0,86.0,106.0,0.027947044627115,3.448435239605769,6.737355366631917,2.21501963564751,3.205756329084558e-05,6.842668098997811e-06
277,,ttest_ind,,,,,,,callbacksNumberOfHandlersThatReturnsUndefined,,,,,0.25231487989208595,,,1.148235677085257,,
278,,ttest_ind,38.16413797453305,22.03244335784695,0.011424065162867689,0.0018231833072253484,0.0003535834121886203,8.771919685706866e-05,callbacksNumberOfHandlersThatReturnsNull,0.0,0.0,86.0,106.0,0.07528314245046157,6.059304656732435,4.2634677926663835,1.7885342556109216,2.265934284177914e-06,6.409371751574383e-08
279,,ttest_ind,,,,,,,callbacksNumberOfHandlersThatReturnsErrorObject,,,,,0.8791258189464923,,,0.1522936321226492,,
280,,ttest_ind,,,,,,,callbacksNumberOfHandlersThatRereturns,,,,,0.1589099961113235,,,1.4143014188919905,,
281,,ttest_ind,25.938816484173206,61.50212833045802,0.030072171531666417,0.009845189859016881,0.0011369367176451769,0.00024939771655441086,callbacksNumberOfHandlersContinues,0.0,0.0,86.0,106.0,0.04341998085866397,4.937055504468241,7.408703239904477,2.033233070822309,1.8822418085314247e-05,1.1335308880938934e-06
282,,ttest_ind,15.091849999118164,57.20779363411822,0.007392042164208505,0.005104913260230976,0.00040828139860453954,0.00013071880315955326,callbacksNumberOfHandlersThatContinues,0.0,0.0,86.0,106.0,0.054813060931404096,3.952630629878933,7.244392915299145,1.932272432199171,1.7927695495311112e-06,3.2148101804504593e-07
283,,ttest_ind,,,,,,,callbacksNumberOfHandlersBreaks,,,,,0.695640902925225,,,0.3918058144768041,,
284,,ttest_ind,,,,,,,callbacksNumberOfHandlersThatBreaks,,,,,0.43049477712823725,,,0.7901345685306908,,
285,All numbers are identical in mannwhitneyu,,,,,,,,callbacksNumberOfHandlersBreaksOnly,,,,,,,,,,
286,,ttest_ind,,,,,,,callbacksNumberOfLines,,,,,0.22598674170605576,,,1.214703253859136,,
