"numberOfCallbackErrorFunctions","numberOfFirstErrorArgFunctions","numberOfEmptyCallbacks","numberOfConsoleStatementOnly","numberOfLogicalLines","numberOfPhysicalLines"
0,0,0,0,54,68
0,0,0,0,38,48
0,0,0,0,40,48
0,0,0,0,31,41
0,0,0,0,148,179
0,0,0,0,223,260
0,0,0,0,66,82
0,0,0,0,109,126
0,0,0,0,63,74
0,0,0,0,60,71
0,0,0,0,20,27
0,0,0,0,28,38
0,0,0,0,17,25
0,0,0,0,23,28
0,0,0,0,24,35
0,0,0,0,133,171
0,0,0,0,55,64
0,0,0,0,123,139
0,0,0,0,87,116
0,0,0,0,8,13
0,0,0,0,21,27
0,0,0,0,19,28
0,0,0,0,25,33
0,0,0,0,37,45
0,0,0,0,123,141
0,0,0,0,70,82
0,0,0,0,199,234
0,0,0,0,35,49
0,0,0,0,64,78
0,0,0,0,92,113
0,0,0,0,7,14
0,0,0,0,21,28
0,0,0,0,9,15
0,0,0,0,70,85
0,0,0,0,203,233
0,0,0,0,39,50
0,0,0,0,127,162
0,0,0,0,28,36
0,0,0,0,90,107
0,0,0,0,10,15
0,0,0,0,19,28
0,0,0,0,103,118
0,0,0,0,39,54
0,0,0,0,17,24
0,0,0,0,221,269
0,0,0,0,57,69
0,0,0,0,20,26
0,0,0,0,66,75
0,0,0,0,133,159
0,0,0,0,36,44
0,0,0,0,39,48
0,0,0,0,48,73
0,0,0,0,59,79
0,0,0,0,24,29
0,0,0,0,60,79
0,0,0,0,47,61
0,0,0,0,12,19
0,0,0,0,81,97
0,0,0,0,16,23
0,0,0,0,120,154
0,0,0,0,22,31
0,0,0,0,40,56
0,0,0,0,15,23
0,0,0,0,40,51
0,0,0,0,24,32
0,0,0,0,59,72
0,0,0,0,28,36
0,0,0,0,68,78
0,0,0,0,19,31
0,0,0,0,21,28
0,0,0,0,26,34
0,0,0,0,15,21
0,0,0,0,71,81
0,0,0,0,113,135
0,0,0,0,15,22
0,0,0,0,275,300
0,0,0,0,66,81
0,0,0,0,51,65
0,0,0,0,178,210
0,0,0,0,87,110
0,0,0,0,113,137
0,0,0,0,52,72
0,0,0,0,60,81
0,0,0,0,74,98
0,0,0,0,175,203
0,0,0,0,16,24
0,0,0,0,10,16
0,0,0,0,341,389
0,0,0,0,118,143
0,0,0,0,103,118
0,0,0,0,97,117
0,0,0,0,22,28
0,0,0,0,173,209
0,0,0,0,41,52
0,0,0,0,28,37
0,0,0,0,17,24
0,0,0,0,94,106
0,0,0,0,21,28
0,0,0,0,13,20
0,0,0,0,19,26
0,0,0,0,23,32
0,0,0,0,34,44
0,0,0,0,29,36
0,0,0,0,49,60
0,0,0,0,38,45
0,0,0,0,16,25
0,0,0,0,9,14
0,0,0,0,44,51
0,0,0,0,46,61
0,0,0,0,10,15
0,0,0,0,129,148
0,0,0,0,6,13
0,0,0,0,4,9
0,0,0,0,125,147
0,0,0,0,7,12
0,0,0,0,92,101
0,0,0,0,21,29
0,0,0,0,84,98
0,0,0,0,53,65
0,0,0,0,55,70
0,0,0,0,26,36
0,0,0,0,18,25
0,0,0,0,32,42
0,0,0,0,114,139
0,0,0,0,12,17
0,0,0,0,32,40
0,0,0,0,96,110
0,0,0,0,21,25
0,0,0,0,7,11
0,0,0,0,63,77
0,0,0,0,43,54
0,0,0,0,44,58
0,0,0,0,178,211
0,0,0,0,43,54
0,0,0,0,63,76
0,0,0,0,27,38
0,0,0,0,46,59
0,0,0,0,17,25
0,0,0,0,21,30
0,0,0,0,108,191
0,0,0,0,27,39
0,0,0,0,26,61
0,0,0,0,16,64
0,0,0,0,5,40
0,0,0,0,28,63
0,0,0,0,13,44
0,0,0,0,8,39
0,0,0,0,10,56
0,0,0,0,17,65
0,0,0,0,5,40
0,0,0,0,14,45
0,0,0,0,21,39
0,0,0,0,11,18
0,0,0,0,4,39
0,0,0,0,15,50
0,0,0,0,21,70
0,0,0,0,5,40
0,0,0,0,66,108
0,0,0,0,15,53
0,0,0,0,22,66
0,0,0,0,10,17
0,0,0,0,155,222
0,0,0,0,36,44
0,0,0,0,15,48
0,0,0,0,14,25
0,0,0,0,16,52
0,0,0,0,34,43
0,0,0,0,11,43
0,0,0,0,21,34
0,0,0,0,22,58
0,0,0,0,34,57
0,0,0,0,7,19
0,0,0,0,6,44
0,0,0,0,27,78
0,0,0,0,5,40
0,0,0,0,21,59
0,0,0,0,27,65
0,0,0,0,15,53
0,0,0,0,15,50
0,0,0,0,28,69
0,0,0,0,2,32
0,0,0,0,14,19
0,0,0,0,1,5
0,0,0,0,4,8
0,0,0,0,9,15
0,0,0,0,90,147
0,0,0,0,19,29
0,0,0,0,10,40
0,0,0,0,41,52
1,0,0,0,23,36
0,0,0,0,41,52
1,0,0,0,16,28
0,0,0,0,290,336
0,0,0,0,234,264
0,0,0,0,127,157
1,0,0,0,16,29
1,0,0,0,171,192
0,0,0,0,19,33
0,0,0,0,23,31
1,0,0,0,16,29
0,0,0,0,44,57
0,1,0,1,26,43
1,0,0,0,14,26
0,0,0,0,20,31
0,0,0,0,166,229
1,0,0,0,18,31
0,0,0,0,127,184
0,0,0,0,56,79
0,0,0,0,42,63
1,0,0,0,14,26
0,0,0,0,84,110
0,0,0,0,51,64
0,0,0,0,34,42
1,0,0,0,14,25
1,0,0,0,14,26
0,0,0,0,49,60
1,0,0,0,31,46
0,0,0,0,15,25
0,0,0,0,68,94
1,0,0,0,14,27
0,0,0,0,173,209
1,0,0,0,13,22
1,0,0,0,14,26
0,0,0,0,50,58
0,0,0,0,50,57
0,0,0,0,29,36
0,0,0,0,22,27
0,0,0,0,61,81
0,0,0,0,50,70
0,0,0,0,56,75
1,0,0,0,17,30
0,0,0,0,55,75
0,0,0,0,214,277
1,0,0,0,14,23
0,0,0,0,376,465
1,0,0,0,14,26
0,0,0,0,33,43
0,0,0,0,41,55
0,0,0,0,43,57
0,0,0,0,13,21
0,0,0,0,22,32
0,0,0,0,40,54
0,0,0,0,23,33
0,0,0,0,42,56
0,0,0,0,17,26
0,0,0,0,3,8
0,0,0,0,3,8
0,0,0,0,3,8
0,0,0,0,3,8
0,0,0,0,3,8
1,0,0,0,28,41
0,0,0,0,3,8
0,0,0,0,3,8
0,0,0,0,3,8
0,0,0,0,3,8
0,0,0,0,3,8
0,0,0,0,3,8
0,0,0,0,3,8
0,0,0,0,3,8
0,0,0,0,3,8
0,0,0,0,3,8
0,0,0,0,66,96
1,0,0,0,14,26
1,0,0,0,14,26
0,0,0,0,65,90
0,0,0,0,9,17
0,0,0,0,9,17
0,0,0,0,36,51
0,0,0,0,10,20
0,0,0,0,12,21
0,0,0,0,14,23
0,0,0,0,12,21
0,0,0,0,11,21
0,0,0,0,11,22
0,0,0,0,20,32
0,0,0,0,18,30
0,0,0,0,13,24
0,0,0,0,11,22
0,0,0,0,15,26
0,0,0,0,15,26
0,0,0,0,10,18
0,0,0,0,11,19
1,0,0,0,13,22
0,0,0,0,7,15
0,0,0,0,7,15
0,0,0,0,7,15
0,0,0,0,6,14
0,0,0,0,8,16
0,0,0,0,6,14
0,0,0,0,111,135
0,0,0,0,21,34
0,0,0,0,24,34
0,0,0,0,57,75
0,0,0,0,17,28
0,0,0,0,17,28
1,0,0,0,14,27
0,0,0,0,57,77
1,0,0,0,14,27
0,0,0,0,181,239
0,0,0,0,84,111
1,0,0,0,14,27
1,0,0,0,14,27
0,0,0,0,61,87
0,0,0,0,33,40
0,0,0,0,7,13
0,0,0,0,7,13
0,0,0,0,11,17
0,0,0,0,11,17
0,0,0,0,6,11
0,0,0,0,24,32
1,0,0,0,14,24
0,0,0,0,8,16
0,0,0,0,33,42
0,0,0,0,9,17
0,0,0,0,25,33
0,1,0,0,250,367
0,0,0,0,2,6
0,0,0,0,10,16
0,0,0,0,11,19
0,0,0,0,11,19
0,0,0,0,7,15
0,0,0,0,8,14
0,0,0,0,7,15
0,0,0,0,5,11
0,0,0,0,5,11
0,0,0,0,9,15
0,0,0,0,9,15
0,0,0,0,9,15
0,0,0,0,10,16
0,0,0,0,11,17
0,0,0,0,14,22
0,0,0,0,16,24
0,0,0,0,14,20
0,0,0,0,9,15
0,0,0,0,8,14
0,0,0,0,2,8
0,0,0,0,2,8
0,0,0,0,1,7
0,0,0,0,1,8
0,0,0,0,2,6
0,0,0,0,2,6
0,0,0,0,1,5
0,0,0,0,1,5
0,0,0,0,14,25
0,0,0,0,1,7
0,0,0,0,1,7
0,0,0,0,1,5
0,0,0,0,1,5
0,0,0,0,1,5
0,0,0,0,2,6
0,0,0,0,2,6
0,0,0,0,1,7
0,0,0,0,1,7
0,0,0,0,2,6
0,0,0,0,3,9
0,0,0,0,2,6
0,0,0,0,2,6
0,0,0,0,1,5
0,0,0,0,1,5
0,0,0,0,1,5
0,0,0,0,3,9
0,0,0,0,3,9
0,0,0,0,4,10
0,0,0,0,3,9
0,0,0,0,6,11
0,0,0,0,1,5
0,0,0,0,1,5
0,0,0,0,1,5
0,0,0,0,2,7
0,0,0,0,4,9
0,0,0,0,2,6
0,0,0,0,2,7
0,0,0,0,1,7
0,0,0,0,2,8
0,0,0,0,1,7
0,0,0,0,2,8
0,0,0,0,2,30
0,0,0,0,2,30
0,0,0,0,1,5
0,0,0,0,2,8
0,0,0,0,2,8
0,0,0,0,2,8
0,0,0,0,1,7
0,0,0,0,2,8
0,0,0,0,2,8
0,0,0,0,2,8
0,0,0,0,2,8
0,0,0,0,3,9
0,0,0,0,3,9
0,0,0,0,2,8
0,0,0,0,2,8
0,0,0,0,2,8
0,0,0,0,1,7
0,0,0,0,1,7
0,0,0,0,1,7
0,0,0,0,2,8
0,0,0,0,3,9
0,0,0,0,3,9
0,0,0,0,1,5
0,0,0,0,2,6
0,0,0,0,1,5
0,0,0,0,1,5
0,0,0,0,1,7
0,0,0,0,3,10
0,0,0,0,1,8
0,0,0,0,1,7
0,0,0,0,1,7
0,0,0,0,1,5
0,0,0,0,4,10
0,0,0,0,1,5
0,0,0,0,1,5
0,0,0,0,1,5
0,0,0,0,4,8
0,0,0,0,1,34
0,0,0,0,5,35
0,0,0,0,5,35
0,0,0,0,5,35
0,0,0,0,20,52
0,0,0,0,20,52
0,0,0,0,10,42
0,0,0,0,3,31
0,0,0,0,2,29
0,0,0,0,2,6
0,0,0,0,2,6
0,0,0,0,2,6
0,0,0,0,6,33
0,0,0,0,3,7
0,0,0,0,7,11
0,0,0,0,7,11
0,0,0,0,6,33
0,0,0,0,5,32
0,0,0,0,8,12
0,0,0,0,1,5
0,0,0,0,3,31
0,0,0,0,6,12
0,0,0,0,5,11
0,0,0,0,6,12
0,0,0,0,1,28
0,0,0,0,2,6
0,0,0,0,5,34
0,0,0,0,5,34
0,0,0,0,5,34
0,0,0,0,5,34
0,0,0,0,5,35
0,0,0,0,5,35
0,0,0,0,4,33
0,0,0,0,8,15
0,0,0,0,7,14
0,0,0,0,4,10
0,0,0,0,2,9
0,0,0,0,22,51
0,0,0,0,12,40
0,0,0,0,7,34
0,0,0,0,7,34
0,0,0,0,7,34
0,0,0,0,5,11
0,0,0,0,4,10
0,0,0,0,10,38
0,0,0,0,5,32
0,0,0,0,5,32
0,0,0,0,5,32
0,0,0,0,2,6
0,0,0,0,2,6
0,0,0,0,1,5
0,0,0,0,5,12
0,0,0,0,6,13
0,0,0,0,8,15
0,0,0,0,7,14
0,0,0,0,8,15
0,0,0,0,1,5
0,0,0,0,1,5
0,0,0,0,39,51
0,0,0,0,26,72
0,0,0,0,9,39
0,0,0,0,10,44
0,0,0,0,88,133
0,0,0,0,27,67
0,0,0,0,73,134
0,0,0,0,11,41
0,0,0,0,22,52
0,0,0,0,30,59
0,0,0,0,24,55
0,0,0,0,12,47
0,0,0,0,47,84
0,0,0,0,125,164
0,0,0,0,159,250
1,0,0,0,89,138
0,0,0,0,106,191
0,0,0,0,106,191
0,0,0,0,106,191
0,0,0,0,18,50
0,0,0,0,12,17
0,0,0,0,285,386
0,0,0,0,71,159
0,0,0,0,113,187
0,0,0,0,18,26
0,0,0,0,183,330
0,0,0,0,62,106
0,0,0,0,18,53
0,0,0,0,113,170
0,0,0,0,14,23
0,0,0,0,7,36
0,0,0,0,10,15
0,0,0,0,13,18
0,0,0,0,17,22
0,0,0,0,13,18
0,0,0,0,14,21
0,0,0,0,405,539
0,0,0,0,67,122
0,0,0,0,311,447
0,0,0,0,94,181
0,0,0,0,136,226
0,0,0,0,14,49
0,0,0,0,82,102
0,0,0,0,83,103
0,0,0,0,89,110
0,0,0,0,83,104
0,0,0,0,75,95
0,0,0,0,84,105
0,0,0,0,80,100
0,0,0,0,83,103
0,0,0,0,82,102
0,0,0,0,23,31
0,0,0,0,58,78
0,0,0,0,24,30
1,9,0,5,19335,20322
1,9,0,5,5075,5976
1,9,0,5,5082,5983
1,9,0,5,7523,8435
1,9,0,5,7658,8605
1,11,0,5,40898,42710
1,9,0,5,7181,8087
1,9,0,5,5081,5984
1,9,0,5,13832,14752
0,0,0,0,33,40
0,0,0,0,23,29
0,0,0,0,12,17
0,0,0,0,33,40
0,0,0,0,23,29
0,0,0,0,12,17
0,0,0,0,37,43
0,0,0,0,28,34
0,0,0,0,102,122
0,0,0,0,115,135
0,0,0,0,24,31
0,0,0,0,30,42
0,0,0,0,41,53
0,0,0,0,35,42
0,0,0,0,39,45
0,0,0,0,27,33
0,0,0,0,27,33
0,0,0,0,27,33
0,0,0,0,32,38
0,0,0,0,27,33
0,0,0,0,27,33
0,0,0,0,62,68
0,0,0,0,35,42
0,0,0,0,24,30
0,0,0,0,37,43
0,0,0,0,29,35
0,0,0,0,29,35
0,0,0,0,20,26
0,0,0,0,20,26
0,0,0,0,35,42
0,0,0,0,65,84
0,0,0,0,26,38
0,0,0,0,19,28
0,0,0,0,26,38
0,0,0,0,26,38
0,0,0,0,28,35
0,0,0,0,7434,9211
0,0,0,0,19,26
0,0,0,0,22,29
0,0,0,0,9,13
0,0,0,0,8,12
0,0,0,0,23,27
0,0,0,0,13,17
0,0,0,0,11,18
0,0,0,0,9,13
0,0,0,0,14,18
0,0,0,0,59,71
0,0,0,0,35,45
150,20,0,8,15,18
353,65,0,7,15,18
150,20,0,8,15,18
353,65,0,7,15,18
0,0,0,0,102,122
0,0,0,0,53,64
0,0,0,0,41,49
0,0,0,0,25,31
0,0,0,0,19,25
0,0,0,0,24,30
0,0,0,0,25,31
0,0,0,0,29,37
0,0,0,0,27,37
0,0,0,0,7,11
0,1,0,0,64,129
0,1,0,0,67,123
0,0,0,0,20,61
0,0,0,0,8,36
0,0,0,0,37,77
0,0,0,0,48,83
0,0,0,0,58,94
0,0,0,0,18,49
0,0,0,0,9,39
0,0,0,0,11,39
0,0,0,0,44,81
0,0,0,0,42,76
0,0,0,0,27,78
0,0,0,0,10,42
0,0,0,0,9,44
0,0,0,0,52,100
0,0,0,0,24,61
0,0,0,0,8,13
0,0,0,0,9,38
0,0,0,0,28,63
0,0,0,0,32,66
0,0,0,0,46,87
0,0,0,0,20,53
0,0,0,0,21,50
0,0,0,0,7,37
0,0,0,0,47,59
0,0,0,0,89,148
0,0,0,0,18,49
0,0,0,0,35,65
0,0,0,0,7,36
0,0,0,0,100,105
0,0,0,0,100,105
0,0,0,0,100,105
0,0,0,0,100,105
0,0,0,0,100,105
0,0,0,0,100,105
0,0,0,0,100,105
0,0,0,0,100,105
0,0,0,0,8,39
0,0,0,0,79,132
0,0,0,0,160,283
0,0,0,0,18,55
0,0,0,0,9,38
0,0,0,0,61,108
0,0,0,0,18,50
0,0,0,0,6,12
0,0,0,0,12,44
0,0,0,0,21,55
0,0,0,0,6,34
0,0,0,0,87,131
0,0,0,0,45,79
0,0,0,0,50,84
0,0,0,0,44,78
0,0,0,0,44,78
0,0,0,0,55,89
0,0,0,0,31,65
0,0,0,0,15,72
0,0,0,0,25,64
0,0,0,0,9,38
0,0,0,0,52,104
0,0,0,0,25,59
0,0,0,0,14,52
0,0,0,0,18,26
0,0,0,0,15,47
0,0,0,0,29,76
0,0,0,0,13,46
0,0,0,0,7,14
0,0,0,0,14,43
0,0,0,0,53,104
0,0,0,0,41,97
0,0,0,0,36,70
0,0,0,0,32,66
0,0,0,0,45,92
0,0,0,0,23,61
0,0,0,0,20,31
0,0,0,0,20,31
0,0,0,0,20,54
0,0,0,0,25,57
0,0,0,0,11,41
0,0,0,0,15,45
0,0,0,0,50,61
0,0,0,0,18,26
0,0,0,0,26,35
0,0,0,0,22,33
0,0,0,0,18,28
0,0,0,0,22,31
0,0,0,0,26,35
0,0,0,0,26,35
0,0,0,0,55,63
0,0,0,0,33,44
0,0,0,0,39,50
0,0,0,0,45,56
0,0,0,0,15,46
0,0,0,0,10,40
0,0,0,0,14,44
0,0,0,0,9,39
0,0,0,0,18,50
0,0,0,0,14,44
0,0,0,0,6,39
0,0,0,0,10,37
0,0,0,0,8,35
0,0,0,0,14,44
0,0,0,0,9,37
0,0,0,0,17,51
0,0,0,0,4,35
0,0,0,0,19,53
0,0,0,0,3,35
0,0,0,0,8,12
0,0,0,0,13,19
0,0,0,0,10,40
0,0,0,0,5,10
0,0,0,0,23,28
0,0,0,0,12,17
0,0,0,0,10,14
0,0,0,0,6,11
0,0,0,0,7,11
0,0,0,0,11,16
0,0,0,0,11,15
0,0,0,0,7,11
0,0,0,0,5,12
0,0,0,0,6,12
0,0,0,0,6,11
0,0,0,0,12,17
0,0,0,0,8,13
0,0,0,0,7,12
0,0,0,0,12,18
0,0,0,0,4,9
0,0,0,0,6,11
0,0,0,0,9,16
0,0,0,0,10,16
0,0,0,0,13,43
0,0,0,0,6,10
0,0,0,0,10,42
0,0,0,0,6,14
0,0,0,0,6,10
0,0,0,0,8,13
0,0,0,0,13,19
0,0,0,0,10,16
0,0,0,0,8,14
0,0,0,0,10,14
0,0,0,0,7,11
0,0,0,0,38,46
0,0,0,0,10,41
0,0,0,0,7,13
0,0,0,0,10,16
0,0,0,0,8,15
1,0,0,0,80,109
0,0,0,0,4,33
0,0,0,0,11,17
0,0,0,0,28,62
0,0,0,0,93,130
0,0,0,0,12,17
0,0,0,0,12,41
0,0,0,0,6,13
0,0,0,0,16,23
0,0,0,0,4,35
0,0,0,0,8,16
0,0,0,0,28,33
0,0,0,0,13,17
0,0,0,0,40,46
0,0,0,0,26,61
0,0,0,0,20,51
0,0,0,0,9,39
0,0,0,0,31,102
0,0,0,0,90,143
0,0,0,0,7,38
0,0,0,0,18,51
0,0,0,0,27,62
0,0,0,0,4,33
0,0,0,0,11,43
0,0,0,0,77,98
0,0,0,0,29,67
0,0,0,0,23,73
0,0,0,0,161,227
0,0,0,0,9,37
0,0,0,0,59,103
0,0,0,0,10,42
1,0,0,0,147,174
0,0,0,0,33,64
0,0,0,0,123,199
0,0,0,0,109,188
0,0,0,0,23,57
0,0,0,0,59,105
0,0,0,0,12,40
0,0,0,0,103,156
0,0,0,0,214,331
0,0,0,0,241,355
0,0,0,0,3,39
0,0,0,0,24,66
0,0,0,0,12,45
0,0,0,0,6,35
0,0,0,0,13,48
0,0,0,0,4,32
0,0,0,0,5,34
0,0,0,0,35,74
0,0,0,0,10,40
0,0,0,0,136,194
0,0,0,0,2,8
0,0,0,0,2,31
0,0,0,0,6,35
0,0,0,0,18,47
0,0,0,0,142,242
0,0,0,0,1,32
0,0,0,0,130,179
0,0,0,0,22,31
0,0,0,0,11,39
0,0,0,0,56,105
0,0,0,0,18,53
0,0,0,0,56,109
0,0,0,0,24,55
0,0,0,0,49,93
0,0,0,0,14,19
0,0,0,0,14,19
0,0,0,0,680,896
1,0,0,0,204,336
0,0,0,0,20,30
0,0,0,0,210,316
0,0,0,0,207,316
0,0,0,0,134,178
0,0,0,0,118,200
0,0,0,0,141,212
0,0,0,0,8,16
0,0,0,0,2,10
0,0,0,0,8,23
0,0,0,0,123,170
0,0,0,0,119,155
0,0,0,0,23,34
0,0,0,0,131,156
0,0,0,0,66,79
0,0,0,0,53,83
1,0,0,0,104,142
1,0,0,0,104,142
3,1,0,0,126,174
3,1,0,0,127,174
1,0,0,0,112,156
1,0,0,0,113,158
0,0,0,0,117,155
0,0,0,0,140,199
0,0,0,0,147,207
0,0,0,0,159,222
0,0,0,0,160,224
0,0,0,0,110,172
0,0,0,0,111,174
1,0,0,0,129,191
1,0,0,0,130,192
1,0,0,0,47,57
0,0,0,0,23,31
0,0,0,0,24,33
0,0,0,0,546,671
0,0,0,0,23,39
0,0,0,0,94,112
0,0,0,0,65,77
0,0,0,0,67,88
0,0,0,0,273,337
0,0,0,0,23,32
0,0,0,0,55,73
0,0,0,0,125,149
0,0,0,0,9,15
0,0,0,0,121,171
0,0,0,0,398,461
0,0,0,0,106,132
0,0,0,0,306,356
0,0,0,0,13,22
0,0,0,0,97,110
0,0,0,0,309,364
0,0,0,0,7,12
0,0,0,0,484,570
0,0,0,0,999,1192
0,0,0,0,37,70
0,0,0,0,166,194
0,0,0,0,14,24
0,0,0,0,86,119
0,0,0,0,84,115
0,0,0,0,396,452
0,0,0,0,6,11
0,0,0,0,271,318
0,0,0,0,548,674
0,0,0,0,29,42
0,0,0,0,104,172
0,0,0,0,65,94
0,0,0,0,37,41
0,0,0,0,5,12
0,0,0,0,48,67
0,0,0,0,246,359
0,0,0,0,37,78
0,0,0,0,1045,1382
0,0,0,0,46,58
0,0,0,0,11,15
0,0,0,0,40,51
0,0,0,0,17,25
0,0,0,0,42,78
0,0,0,0,122,206
0,0,0,0,46,92
0,0,0,0,44,70
0,0,0,0,19,46
0,0,0,0,11,15
0,0,0,0,25,33
0,0,0,0,376,474
0,0,0,0,46,83
0,0,0,0,133,173
0,0,0,0,175,226
0,0,0,0,44,52
0,0,0,0,9,16
0,0,0,0,62,76
0,0,0,0,33,69
0,0,0,0,7,13
0,0,0,0,221,247
0,0,0,0,83,135
0,0,0,0,139,170
0,0,0,0,59,96
0,0,0,0,54,82
0,0,0,0,135,188
0,0,0,0,248,308
0,0,0,0,147,223
0,0,0,0,83,127
0,0,0,0,66,91
0,0,0,0,175,213
0,0,0,0,4,9
0,0,0,0,23,37
0,0,0,0,98,126
0,0,0,0,68,121
0,0,0,0,153,211
0,0,0,0,42,72
0,0,0,0,386,562
0,0,0,0,63,83
0,0,0,0,19,28
0,0,0,0,60,94
0,0,0,0,50,85
0,0,0,0,21,28
0,0,0,0,96,118
0,0,0,0,72,95
0,0,0,0,15,23
0,0,0,0,96,128
0,0,0,0,233,310
0,0,0,0,114,146
0,0,0,0,262,351
0,0,0,0,170,210
0,0,0,0,319,402
0,0,0,0,68,121
0,0,0,0,73,137
0,0,0,0,47,91
0,0,0,0,122,182
0,0,0,0,405,593
0,0,0,0,96,112
0,0,0,0,92,123
0,0,0,0,4,11
0,0,0,0,10,17
0,0,0,0,4,11
0,0,0,0,80,137
0,0,0,0,8,17
0,0,0,0,45,57
0,0,0,0,11,44
0,0,0,0,17,47
0,0,0,0,3,32
0,0,0,0,35,74
0,0,0,0,2,29
0,0,0,0,5,34
0,0,0,0,59,76
0,0,0,0,12,48
0,0,0,0,3,32
0,0,0,0,21,51
0,0,0,0,20,25
0,0,0,0,1,5
0,0,0,0,3,9
0,0,0,0,64,82
0,0,0,0,9,15
0,0,0,0,3,8
0,0,0,0,5,10
0,0,0,0,29,37
0,0,0,0,6,10
0,0,0,0,2,6
0,0,0,0,2,6
0,0,0,0,77,102
0,0,0,0,2,6
0,0,0,0,5,10
0,0,0,0,19,26
0,0,0,0,3,7
0,0,0,0,12,19
0,0,0,0,10,15
0,0,0,0,8,14
0,0,0,0,18,24
0,0,0,0,17,23
0,0,0,0,1,5
0,0,0,0,2,6
0,0,0,0,30,39
0,0,0,0,3,9
0,0,0,0,5,9
0,0,0,0,9,14
0,0,0,0,2,6
0,0,0,0,7,13
0,0,0,0,1,5
0,0,0,0,84,102
0,0,0,0,3,7
0,0,0,0,7,38
0,0,0,0,5,9
0,0,0,0,12,18
0,0,0,0,9,14
0,0,0,0,9,14
0,0,0,0,7,14
0,0,0,0,14,25
0,0,0,0,22,30
1,0,0,0,190,240
0,0,0,0,40,51
0,0,0,0,35,50
0,0,0,0,21,35
0,0,0,0,142,169
0,0,0,0,46,60
0,0,0,0,21,29
0,0,0,0,73,89
0,0,0,0,352,419
0,0,0,0,49,60
0,0,0,0,177,201
0,0,0,0,124,177
0,0,0,0,81,102
0,0,0,0,10,18
0,0,0,0,230,292
0,0,0,0,45,81
0,0,0,0,12,21
0,0,0,0,10,18
0,0,0,0,13,22
0,0,0,0,346,411
0,0,0,0,1962,2247
0,0,0,0,531,718
0,0,0,0,18,25
0,0,0,0,27,38
0,0,0,0,23,32
0,0,0,0,61,81
0,0,0,0,90,121
0,0,0,0,94,137
0,0,0,0,47,70
0,0,0,0,26,35
0,0,0,0,42,54
0,0,0,0,62,84
0,0,0,0,675,887
0,0,0,0,206,285
0,0,0,0,29,44
0,0,0,0,36,53
0,0,0,0,36,57
0,0,0,0,40,62
0,0,0,0,87,104
0,0,0,0,23,42
0,0,0,0,2,6
0,0,0,0,35,56
0,0,0,0,610,733
0,0,0,0,15,27
0,0,0,0,16,30
0,0,0,0,462,681
0,0,0,0,34,42
0,0,0,0,5,9
0,0,0,0,3,7
0,0,0,0,8,14
0,0,0,0,8,14
0,0,0,0,134,201
0,0,0,0,2,7
0,1,0,0,145,176
0,0,0,0,281,318
0,0,0,0,8,12
0,0,0,0,7,11
0,0,0,0,16,28
0,0,0,0,62,118
0,0,0,0,24,76
0,1,0,0,24,39
0,1,0,0,123,203
0,0,0,0,4,35
0,0,0,0,123,189
0,0,0,0,20,52
0,0,0,0,16,46
0,0,0,0,18,50
0,0,0,0,4,33
0,0,0,0,75,121
0,0,0,0,199,271
0,0,0,0,4,32
0,0,0,0,8,36
0,0,0,0,5,33
0,0,0,0,2,33
0,0,0,0,10,16
0,1,0,0,281,355
0,0,0,0,18,54
0,0,0,0,6,35
0,0,0,0,1,5
0,0,0,0,62,134
0,0,0,0,2,29
0,0,0,0,57,120
0,0,0,0,17,23
0,0,0,0,22,54
0,0,0,0,46,82
0,0,0,0,62,96
0,0,0,0,22,34
0,0,0,0,68,121
0,0,0,0,57,116
0,0,0,0,37,78
0,0,0,0,2,34
0,0,0,0,17,54
0,0,0,0,8,18
0,0,0,0,9,45
0,0,0,0,9,19
0,0,0,0,16,48
0,0,0,0,16,58
0,0,0,0,44,85
0,0,0,0,24,61
0,0,0,0,35,68
0,0,0,0,7,34
0,0,0,0,15,43
0,0,0,0,5,12
0,0,0,0,1222,1230
0,0,0,0,38,53
0,0,0,0,34,48
0,0,0,0,40,57
0,0,0,0,36,53
0,0,0,0,43,65
0,0,0,0,34,48
0,0,0,0,33,44
0,0,0,0,475,597
0,0,0,0,352,451
0,0,0,0,94,124
0,0,0,0,17,54
0,0,0,0,76,96
0,0,0,0,76,96
0,0,0,0,252,336
0,0,0,0,41,52
0,0,0,0,8,39
0,0,0,0,1,5
0,0,0,0,1,5
0,0,0,0,1,5
0,0,0,0,1,5
0,0,0,0,1,5
0,0,0,0,2,6
0,0,0,0,4,11
0,0,0,0,1,5
0,0,0,0,0,3
0,18,0,0,435,526
0,0,0,0,3,7
0,0,0,0,112,133
0,0,0,0,109,165
0,0,0,0,20,28
0,0,0,0,11,18
0,0,0,0,16,25
0,0,0,0,31,42
0,0,0,0,55,69
0,0,0,0,24,38
0,0,0,0,6,13
0,0,0,0,2718,2821
0,0,0,0,27,39
0,0,0,0,56,73
0,0,0,0,3,33
0,0,0,0,21,29
0,0,0,0,12,19
0,0,0,0,9,16
0,0,0,0,2,6
0,0,0,0,3,7
0,0,0,0,6,10
0,0,0,0,125,183
0,0,0,0,432,595
0,0,0,0,34,60
0,0,0,0,14,28
0,0,0,0,7,14
0,0,0,0,21,29
0,0,0,0,8,13
0,0,0,0,6,38
0,0,0,0,12,39
0,0,0,0,10,14
