"numberOfCallbackErrorFunctions","numberOfFirstErrorArgFunctions","numberOfEmptyCallbacks","numberOfConsoleStatementOnly","numberOfLogicalLines","numberOfPhysicalLines"
0,0,0,0,128,287
0,7,0,1,668,861
0,10,0,1,2649,3734
0,3,0,1,766,1043
0,1,0,0,117,170
0,0,0,0,189,277
0,5,0,0,817,1155
0,0,0,0,201,283
0,0,0,0,359,493
0,0,0,0,125,181
0,1,0,0,61,78
0,7,0,1,668,858
