"numberOfLogicalLines","numberOfPhysicalLines","numberOfTries","numberOfEmptyTries","numberOfTriesLines","numberOfTriesWithUniqueStatement","numberOfCatches","numberOfEmptyCatches","numberOfCatchesLines","numberOfUniqueConsole","numberOfCatchesWithUniqueStatement","numberOfThrows","numberOfThrowsLiteral","numberOfThrowsErrorObjects","numberOfFinallies","numberOfFinalliesLines","numberOfPromises","numberOfResolves","numberOfRejects","numberOfPromiseThens","numberOfPromiseThenFulfilledLines","numberOfPromiseThenRejectedLines","numberOfPromiseCatches","numberOfPromiseCatchesLines","numberOfEmptyFunctionsOnPromiseCatches","numberOfPromiseRaces","numberOfPromiseAll","numberOfAsyncs","numberOfAwaits","numberOfTries","numberOfTriesLines","numberOfCatches","numberOfEmptyCatches","numberOfCatchesLines","numberOfUniqueConsole","numberOfFinallies","numberOfFinalliesLines","numberOfEventMethodsOn","numberOfEventMethodsOnce","numberOfEventMethodsEmit","numberOfEventEmitLines","numberOfEventUncaughtException","numberOfEventUnhandledRejection","totalOfStringEvents","totalOfEventsExceptStringType","numberOfCallbackErrorFunctions","numberOfFirstErrorArgFunctions","numberOfEmptyCallbacks","numberOfConsoleStatementOnly","numberOfLines"
4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7478,7509,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,12,2,64,0,1,711
69,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,3,0,0,14
338,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,25
370,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,67
529,529,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5
484,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,103
818,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,5,0,1,48
451,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,142
348,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,6
267,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
291,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,8
