,mech,total_lines,total_lines_code_handlers,constructions,number_handlers
0,try_catch,0.9936733967465456,10.644571220909812,42.55055750344805,51213
1,async_await,0.0010754324965448453,0.011520402820719117,0.03240333006530517,39
2,events,0.033591964648173135,0.3598486799772589,1.0219511789827016,1230
3,promises,0.05108741526269537,0.5472659648899333,2.761760747104472,3324
4,callbacks,8.25559690481784,88.43679373140228,53.633327240399474,64552
