,mean,mech,weighted_average
0,24.036585365853657,promise,58.353849457328025
1,13.666666666666666,event,25.746291090809713
2,360.6900584795322,callback,3249.8452604044664
3,233.09316770186336,try-catch,2248.0708108846725
4,4.9,async-await,2.057478332162099
